title,artist,created,date,creditline,source
The Street (Die Straße) (plate 25) from the illustrated book Deutsche Graphiker der Gegenwart (German Printmakers of Our Time),Max Unold,1920,,Purchase,Documents/info664project/moma.csv
Untitled,John Shaw,1981,1983,William K. Simpson Fund,Documents/info664project/moma.csv
Vase,Sydney Cash,1981,1981,NEA Architecture and Design Purchase Fund and Joseph H. Heil Fund,Documents/info664project/moma.csv
Internationale Tentoonstelling Op Filmgebied (International film festival) (Poster for film festival in the Hague),Piet Zwart,1928,1968,Acquired by exchange,Documents/info664project/moma.csv
Edward Weston,Sibyl Anikeef,1934,1968,Gift of Willard Van Dyke,Documents/info664project/moma.csv
Machine Detail Made for the American Steel and Wire Company,Herman Schervee,1911,1993,Lois and Bruce Zenkel Fund,Documents/info664project/moma.csv
Osmosis,"Günter Brus, Helmut Kronberger",1967,2012,Committee on Media and Performance Art Funds,Documents/info664project/moma.csv
Dusk Dawn,Henrik Håkansson,2003,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
"Karla Ivonne, Pista de Baile del club ‘Ruv’ (Karla Ivonne, dance floor from the club ‘Ruv’)",Teresa Margolles,2016,2018,Latin American and Caribbean Fund,Documents/info664project/moma.csv
Compact Super 8 Silent Movie Camera (model 102A),"Dale R. Caldwell, Paul D. Miller",1975,1976,Gift of the manufacturer,Documents/info664project/moma.csv
Cobra Lighting Fixture (Exhibited in the US Pavilion in the 1951 Milan Triennale),Greta Magnusson Grossman,c. 1948,1954,Gift of Ralph O. Smith Co.,Documents/info664project/moma.csv
A Priori,Ann Ledy,1992,2004,Gift of Sarah-Ann and Werner H. Kramarsky,Documents/info664project/moma.csv
Armchair (model 9),"Gebrüder Thonet, company design",c. 1904,,"Gift of Thonet Brothers, Inc.",Documents/info664project/moma.csv
"Umé-Ko (plate, facing page 140) from D'Ariane à Zoé",Kiyoshi Hasegawa,1930,1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
Untitled plate (page 1) from Sol de la Montagne,Dora Maar,1956,1973,"Gift of Mr. and Mrs. Alfred H. Barr, Jr.",Documents/info664project/moma.csv
Spring,"Fuller Fabrics, Pablo Picasso",1955,2016,Anonymous gift,Documents/info664project/moma.csv
Catalogue Number 1941.30.2,Wendy Red Star,2019,2020,Acquired through the generosity of Christine A Symchych and James P McNulty,Documents/info664project/moma.csv
Poster for an exhibition of works by Émile-Alfred Dezaunay at Chez Moline,Maxine Emile Louis Maufra,1897,1956,Gift of Ludwig Charell,Documents/info664project/moma.csv
Self-Portrait Falling Over,Lucy McKenzie,2004,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Two and Two,"Christina Kubisch, Fabrizio Plessi",1976,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
1917,Yakov Guminer,1927,1978,"Gift of Alfred H. Barr, Jr.",Documents/info664project/moma.csv
Untitled from Exit 8,Nina Bovasso,1998,2007,Gift of Lee and Ann Fensterstock,Documents/info664project/moma.csv
"Comme des Garcons, Paris",Deborah Turbeville,1980,2016,Gift of Estate of Deborah Turbeville,Documents/info664project/moma.csv
UNTITLED,Robert Lovis Nicoidski,,1961,Gift of Mrs. Amy Goldin,Documents/info664project/moma.csv
Volch'e solntse. Kniga stikhov vtoraia,"David Burliuk, Alexandra Exter",1914,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
TALES OF LOVE from THE RUTGERS ARCHIVES FOR PRINTMAKING STUDIOS PORTFOLIO,Phyllis Bramson,1995,1996,John B. Turner Fund,Documents/info664project/moma.csv
TEMPLATE,Sam Lewitt,2014,2014,Monroe Wheeler Fund,Documents/info664project/moma.csv
Rendezvous in a Landscape,Federico Castellon,1939,1939,Purchase,Documents/info664project/moma.csv
7 A.M,William L. Tolan,Dec-87,1990,The Family of Man Fund,Documents/info664project/moma.csv
Blue Jean,"David Bowie, Julien Temple",1984,2008,Gift of the David Bowie Archive,Documents/info664project/moma.csv
Three Black Bands (Trois bandes noires),Félix Rozen,1979,1979,Gift of the artist,Documents/info664project/moma.csv
Untitled (Butterfly Flower #27),Hiroe Saeki,2004,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
"Pigeons, Village Square",Judy Seigel,1980,1983,Purchase,Documents/info664project/moma.csv
Holding the Brush,Xu Bing,1995,2005,Edgar Wachenheim III Fund,Documents/info664project/moma.csv
Pulsating Structuralization,Gianni Colombo,1959,1964,Gift of the Olivetti Company of Italy,Documents/info664project/moma.csv
Title page from A BOOK OF TOWERS AND OTHER BUILDINGS OF SOUTHERN EUROPE,Richard Wyndham,1928,1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
Two People Looking at a Piece of Paper from the portfolio New York 10/69,Peter Young,"1968, published 1969",1969,John B. Turner Fund,Documents/info664project/moma.csv
Laval Steps Up,Alex J. Rota/The New York Times,6-Nov-42,2001,The New York Times Collection,Documents/info664project/moma.csv
Hell,Ardele Lister,1985,1985,Purchase,Documents/info664project/moma.csv
Bridge Bathers,Graham Nickson,1984,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Russet,Morris Louis,1958,1977,Given anonymously,Documents/info664project/moma.csv
1968 Mexico Olympics Dress,Julia Murdoch,1968,2014,Gift of Pablo and Cecilia León de la Barra Vargas,Documents/info664project/moma.csv
Down Jacket,Moncler,1980s,2018,Gift of Moncler Archives,Documents/info664project/moma.csv
"The Clash, Black Market Clash","Unidentified Designer, Rocco Redondo",1980,2012,Gift of Lawrence Benenson,Documents/info664project/moma.csv
Manifesto handbill for the 0.10 exhibition,"Russian Book Collection, Ivan Kliun, Kazimir Malevich, M. Menkov",1915,2001,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Documents/info664project/moma.csv
The Handball Court (El Fronton),Jorge Guillermo Luna Ercilla,1964,1966,Purchase,Documents/info664project/moma.csv
Sorok sorokov. Dialekticheskie poemy nichevokom sodeiannye (A Multitude: Dialectical Poems Committed by a Nothingist),Boris Zemenkov,1923,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
Patagonia,"Dan Boord, Luis Valdovino",1996,2001,Gift of the artists,Documents/info664project/moma.csv
Head of Marie Honneger,John Storrs,3-Apr-29,1940,Given anonymously,Documents/info664project/moma.csv
Assembly Instructions (Tangenital Logick),Alexandre Singh,2008,2010,Purchased with funds provided by the Contemporary Arts Council of The Museum of Modern Art,Documents/info664project/moma.csv
"Monogram card accordion, Composition for Rich Man, Yellow Piece, Je Signe Tout, Whispered Art History, Statement on Cut Up Method, and La Strada and other scores","Sohei Hashimoto, Dick Higgins, Ben Vautier, Robert Filliou, Brion Gysin, Giuseppe Chiari, George Maciunas","1959–64, assembled 1964",2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Composition Z,Hagiwara Hideo,1958,1959,Blanchette Rockefeller Fund,Documents/info664project/moma.csv
"Captain Oates with Siberian Ponies Aboard the Terra Nova, British Antarctic Expedition",Herbert George Ponting,c. 1910,1991,"Samuel J. Wagstaff, Jr. Fund",Documents/info664project/moma.csv
Untitled,Rolf Petersen,1900-58,1959,Purchase,Documents/info664project/moma.csv
"Charrette Submission for The Museum of Modern Art Expansion 1997, New York (Manhattan), New York, First Phase",Wiel Arets,1997,1997,Gift of the architect,Documents/info664project/moma.csv
Filmstudie,Hans Richter,"Germany, 1926",,"Film in the permanent collection of The Museum of Modern Art, New York",Documents/info664project/moma.csv
Arc,Peter Hutchinson,1969,1969,Purchase,Documents/info664project/moma.csv
Untitled,J. Gurney,c. 1850,1966,Gift of Dan Budnik,Documents/info664project/moma.csv
Bamburgh Castle - See Britain First on Shell,Algernon Newton,1930,1937,Gift of Shell - Mex B P,Documents/info664project/moma.csv
Music box from Fluxkit,Joe Jones,1965,,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Three Figures,Max Jacob,1928,1935,Given anonymously,Documents/info664project/moma.csv
Bowl,Marguerite Wildenhain,c. 1945,1948,Gift of Gump's,Documents/info664project/moma.csv
"Monument, No. 4",Shyu Eguchi,1964,1965,Purchase,Documents/info664project/moma.csv
Art for Modern Architecture (Homage to Ellsworth Kelly),Marine Hugonnier,2007,2008,Fund for the Twenty-First Century,Documents/info664project/moma.csv
Radio-dumka. Fantastychna povist' (Radio-Head: A Tale of the Fantastic),A. Rozanova,1930,2001,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Documents/info664project/moma.csv
Form,Pedro Millar,1968,1968,Inter-American Fund,Documents/info664project/moma.csv
Manchester Valley,Joseph Pickett,1914-18?,1939,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
Virtually Indestructible Keyboard,Kim Young Jin,2001,2003,Gift of the manufacturer,Documents/info664project/moma.csv
Hum from Flux Year Box 2,Bob Sheff,c. 1968,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
"L'Estampe Moderne, Number 12","Gaston Bussière, E. Dinet, Henri Fantin-Latour, Roedel, Various Artists",published May 1898,1958,Gift of Mr. and Mrs. E. Powis Jones,Documents/info664project/moma.csv
Sorry,Luther Price,2005-2012,2014,Fund for the Twenty-First Century,Documents/info664project/moma.csv
Circuit Stickers (Starter Kit),"Jie Qi, Andrew ""Bunnie"" Huang",2014,2015,Gift of the designers,Documents/info664project/moma.csv
Untitled from 10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),Gabriel Lévêque,1947,1947,Inter-American Fund,Documents/info664project/moma.csv
UNTITLED (Kelp),Paul Petricone,1964,1967,Purchase,Documents/info664project/moma.csv
Sand Drawings,"Joseph Beuys, Charles Wilp",1978,2002,Fractional Gift of Saralee and Robert Fine,Documents/info664project/moma.csv
"Dedham Castle, After Turner",John Sloan,1888,1940,Gift of Abby Aldrich Rockefeller,Documents/info664project/moma.csv
Plate (folio 3) from ADVENTURES IN KU-TA-BA WA-DO,Gerald Jackson,1973,1975,Gift of the artist,Documents/info664project/moma.csv
Untitled,Margaret Moulton,1991,1992,The Family of Man Fund,Documents/info664project/moma.csv
Spring Chicken: A Small Crime of Passion Book (In the Flesh) from Artifacts at the End of a Decade,Stephanie Brody Lederman,1981,1987,Gift of Joseph Daniel Cahill Masheck,Documents/info664project/moma.csv
"Agava Hotel project, Makarska, Croatia",Juraj Neidhardt,1969,2021,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
"Zhizn' i tvorchestvo Polia Gogena. ""Noa Noa"". Puteshestvie na Taiti","El Lissitzky, Vera Mukhina",1918,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
Reality Live DVD,"David Bowie, Marcus Viner",2004,2008,Gift of the David Bowie Archive,Documents/info664project/moma.csv
In-text plate (folio 23) from 21 Etchings and Poems,"Esteban Vicente, Peter Viereck",1960,1963,Gift of Mrs. Jacquelynn Shlaes,Documents/info664project/moma.csv
Bathers,Paul Cézanne,c. 1885-1890,1934,Lillie P. Bliss Collection,Documents/info664project/moma.csv
Queen Anne Side Chair,"Robert Venturi, Denise Scott Brown",1983,1985,Gift of the manufacturer,Documents/info664project/moma.csv
Waschanstalt Zurich AG,Robert Hardmeyer,1904,1988,"Arthur Cohen Purchase Fund, the Edgar and Theresa Hyman Foundation Fund, and the Lord and Taylor Fund",Documents/info664project/moma.csv
Papers Please,Lucas Pope,2013,2021,Gift of the designer,Documents/info664project/moma.csv
Untitled,Darrel Ellis,1990,1992,The Family of Man Fund,Documents/info664project/moma.csv
Plate from Le Surréalisme en 1947,Bruno Capacci,1947,1947,Henry Church Fund,Documents/info664project/moma.csv
Bicentennial Indian from Kent Bicentennial Portfolio: Spirit of Independence,Fritz Scholder,1975,1976,"Gift of Lorillard, A Division of Loews Theatres, Inc.",Documents/info664project/moma.csv
Plate from TORONTO 20,Maschel Teitelbaum,1965,1967,"Gift of Mrs. Samuel Bronfman, Mrs. John David Eaton, and Mr. Samuel J. Zacks (through the International Council)",Documents/info664project/moma.csv
(Two figures),A. Becker,1946,1956,Gift of John A. Torson,Documents/info664project/moma.csv
Drowning Man,Richard Bosman,1981,1981,"Nelson Blitz, Jr. Fund",Documents/info664project/moma.csv
Boustrophedon (Ox-Turning),Esti Schur,1979,1979,Gift of George M. Jaffin,Documents/info664project/moma.csv
"Blowin' in the Mind, Mister Tambourine Man",Martin Sharp,1967,2014,Committee on Architecture and Design Funds,Documents/info664project/moma.csv
Digital Compact Disc,"Philips Research Laboratories, Sony Corporation, Tokyo",1970s,2005,Gift of the manufacturer,Documents/info664project/moma.csv
"Performance at Amstel 47, Amsterdam, August 1, 1964",Dorine van der Klei,1964,,"The Gilbert and Lila Silverman Fluxus Collection Archive, The Museum of Modern Art Archive",Documents/info664project/moma.csv
"""UB""",Sergio Gonzalez-Tornero,1961,1963,Felipe Cossio del Pomar Fund,Documents/info664project/moma.csv
Eva Chair (T101 model 41),Bruno Mathsson,1934,1944,"Gift of Artek-Pascoe, Inc.",Documents/info664project/moma.csv
NEO-GEO: An American Purchase,Peter Callas,1989,1991,Acquired through the generosity of The Contemporary Arts Council of The Museum of Modern Art,Documents/info664project/moma.csv
Stationery letterhead for the Arbeiders Jeugd Centrale (Youth Workers Central),Fré Cohen,1924,2018,The Merrill C. Berman Collection. Riva Castleman Endowment,Documents/info664project/moma.csv
Hags,Masatoshi Naitoh,1968-70,1977,Purchase,Documents/info664project/moma.csv
Oak Leaves,Katherine Schmidt,1962,1966,Gift of Howard Taubman,Documents/info664project/moma.csv
KAFKA'S AMERIKA,Sidney Jack Hurwitz,1952,1954,Given anonymously,Documents/info664project/moma.csv
Photogram Signet,Oskar Nerlinger,1925–29,2001,"Thomas Walther Collection. Abbott-Levy Collection funds, by exchange",Documents/info664project/moma.csv
Contra-Construction Project (Axonometric),"Theo van Doesburg, Cornelis van Eesteren",1923,1947,"Gift of Edgar Kaufmann, Jr.",Documents/info664project/moma.csv
Batrak (Farmhand) from Geroi i zhertvy revoliutsii. Oktiabr' 1917–1918 (Heroes and Victims of the Revolution: October 1917–1918),Sergei Makletsov,1918,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
"Siren (Sirène) from L'Estampe Moderne, Number 21",Ch Guérin,published January 1899,1958,Mr. and Mrs. E. Powis Jones Fund,Documents/info664project/moma.csv
Subjektive Fotografie,Kilian Breier,1954,1955,Given anonymously,Documents/info664project/moma.csv
Lion Hearts (for Parkett no. 45),Sarah Lucas,1995,1998,"Riva Castleman Endowment Fund, Lily Auchincloss Fund, and Gift of Parkett",Documents/info664project/moma.csv
City from America: The Third Century,Costantino Nivola,1975,1976,Gift of Mobil Oil Corporation,Documents/info664project/moma.csv
"S.C. Johnson & Son Research Laboratory Tower, Racine, WI","Ezra Stoller, Frank Lloyd Wright","1950, printed in 1998",2013,Gift of Esto and Yossi Milo Gallery,Documents/info664project/moma.csv
In-text plate (folio 13) from Poésie de mots inconnus,Raoul Hausmann,1949,1964,The Louis E. Stern Collection,Documents/info664project/moma.csv
Plate (folio 2) from AN ALPHABESTIARY,Milton Elting Hebald,1966,1967,,Documents/info664project/moma.csv
Girl Wading,Elmer Bischoff,1959,1960,Blanchette Hooker Rockefeller Fund,Documents/info664project/moma.csv
Artifacts at the End of a Decade,"Various Artists, Harry Anderson, Laurie Anderson, Charles A. Arnold Jr., John Ashbery, Bern Boyle, Lucinda Childs, Jane Comfort, R. Crumb, Dan Dailey, Jimmy DeSana, Evergon, Sandi Fellman, Benno Friedman, April Greiman, Martha Holt, James Hong, Betsey Johnson, Sonia Katchian, Christopher Knowles, Robert Kushner, Stephanie Brody Lederman, Sol LeWitt, Jacqueline Livingston, Joan Livingstone, David Lusby, Joan Lyons, Joseph Masheck, Judith McWillie, Joan Nelsen, Bea Nettles, Jayme Odgers, Richard Olson, Kingsley Parker, Harvey Pekar, Lucio Pozzi, Don Rodan, Martha Rosler, Michael Sorkin, Soul Artists, Stanley Stellar, Michelle Stuart, Benedict Tisa, Curtis Van Buren, Wenda Von Weise, Philip Warner, Robert Wilson",1981,1987,Gift of Joseph Daniel Cahill Masheck,Documents/info664project/moma.csv
Sussex Corner Chair,Ford Madox Brown,c. 1865,2000,Gift of Robert and Joyce Menschel,Documents/info664project/moma.csv
Pomegranates,Gerardo Pita,(July 1978),1979,Gift of Agnes Gund,Documents/info664project/moma.csv
Portrait of M. Martin,Charles Boily,1805,1982,Acquired through the generosity of John Parkinson III,Documents/info664project/moma.csv
Untitled from the Museum in Progress project Interventions in progress,Hans-Peter Feldmann,"(newspaper published April 3, 1998)",,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
The Water Rats,Frank Meadow Sutcliffe,1886,1993,Gift of Paul F. Walter,Documents/info664project/moma.csv
Plate (folio 6 verso) from JEUX DE TRAMES,Joël Stein,1962,1962,"Gift of The Contemporaries, Inc.",Documents/info664project/moma.csv
Untitled from the Museum in Progress project TransAct 2 - Linguistic Fields,Gyula Fodor,"(newspaper published February 15, 2002)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
Materialecology,"Neri Oxman, Massachusetts Institute of Technology, Cambridge, MA, Z Corporation",2007,,Gift of The Contemporary Arts Council of The Museum of Modern Art,Documents/info664project/moma.csv
The Diodes,"The Diodes, Amerigo Marras, Bruce Eves",1977,2013,Committee on Prints and Illustrated Books Fund,Documents/info664project/moma.csv
The Author of the Book Fourteen Letters of Christ in His Home (Der Verfasser das Buches Vierzehn Briefe Christi in seinem Heim),Johannes Baader,1920,1937,Purchase,Documents/info664project/moma.csv
Originale,Karlheinz Stockhausen,1961,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
Ein Sommernachtstraum (A Mid-Summer Night's Dream),Erno Metzner,1925,1961,Given anonymously,Documents/info664project/moma.csv
Form,Mary Rogers,1975,1975,Estée and Joseph Lauder Design Fund,Documents/info664project/moma.csv
Hen,Saul Steinberg,-1945,1945,Purchase,Documents/info664project/moma.csv
Peta. Pervyi sbornik,"Aleksandr Lopukhin, Fedor Platov",1916,2001,Gift of The Judith Rothschild Foundation,Documents/info664project/moma.csv
Nothing Stops These Men - Let Nothing Stop You,Howard Giles,1918,1945,Gift of Mrs. Lawrence Mead,Documents/info664project/moma.csv
BOWERY,Michael McLoughlin,1965,1965,Purchase,Documents/info664project/moma.csv
Portrait Partials,Carolee Schneemann,1970,1994,Acquired through the generosity of the Peter Norton Family Foundation,Documents/info664project/moma.csv
Untitled,Georges Noël,1962,1963,Gift of John Lefebre,Documents/info664project/moma.csv
E.S.P. Fluxkit (DOP) from Fluxkit,James Riddle,1966,1982,Gift of Ken Friedman,Documents/info664project/moma.csv
Rocker,"Doshi Levien, UK, Nipa Doshi, Jonathan Levien",2010-2011,2012,Gift of the manufacturer,Documents/info664project/moma.csv
Harvalloy Three Quart Covered Sauce Pan,"Harvill Corp., Los Angeles, CA",c. 1947,1948,Gift of Lewis & Conger,Documents/info664project/moma.csv
"""Bap"" Motorcyclist's Back Protector",Marc Sadler,1992,1998,Gift of the manufacturer,Documents/info664project/moma.csv
Skis,Howard Head,1947-50,1962,Gift of the manufacturer,Documents/info664project/moma.csv
Spiral Binding,"Ian Hamilton Finlay, Ron Costley",1972,2007,The Monroe Wheeler Fund,Documents/info664project/moma.csv
"Dark Hill, Fifeshire",Elizabeth Blackadder,1960,1961,Gift of the Junior Council,Documents/info664project/moma.csv
"A KASHMIR BRIDGE, NOCTURNE",Ernest S. Lumsden,(c. 1920),1966,Gift of John Torson,Documents/info664project/moma.csv
Stikhi i ugol',G. Krastashevskii,1931,2001,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Documents/info664project/moma.csv
"Die Aktion, vol. 7, no. 18/19","Georg Tappert, Ines Wetzel, Ottheinrich Strohmeyer, Josef Capek, Waldemar Ohly",5-May-17,2010,Committee on Prints and Illustrated Books Fund and The Library Council,Documents/info664project/moma.csv
Marcia Baila,"Philippe Gautier, Les Rita Mitsouko",1985,1985,Gift of Virgin Records,Documents/info664project/moma.csv
And They Thought We Couldn't Fight,Clyde Forsythe,c. 1917,1940,Given anonymously in memory of Mrs. Alice Lillia Newhall,Documents/info664project/moma.csv
Untitled from the Fashion Moda Benefit Portfolio,Ronnie Cutrone,1985,1986,Purchase,Documents/info664project/moma.csv
"Die Aktion, vol. 8, no. 33/34","A. Krapp, Wladislav Skotarek, Erich Gehre, Conrad Felixmüller, Jerzy von Hulewicz",24-Aug-18,2010,Committee on Prints and Illustrated Books Fund and The Library Council,Documents/info664project/moma.csv
Aunt Juliana,Gustavo Lazarini Terradas,1941,1942,Inter-American Fund,Documents/info664project/moma.csv
Tabarin,Fernand Fau,1896,1956,Gift of Ludwig Charell,Documents/info664project/moma.csv
Parkett no. 44,"Christian Marclay, Hans Danuser, Rirkrit Tiravanija, Andreas Gursky, Vija Celmins, Various Artists",1995,1998,"Riva Castleman Endowment Fund, Lily Auchincloss Fund, and Gift of Parkett",Documents/info664project/moma.csv
These days...,Michelle Segre,2000,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
"Moskva Arbat (Moscow, Arbat Street). (stone block, broom)",Kirill Rozhdestvenskii,1969,1998,The Family of Man Fund,Documents/info664project/moma.csv
Dance,Maria Helena Vieira da Silva,1938,1954,Alfred Flechtheim Fund,Documents/info664project/moma.csv
The Field,Dieter Appelt,1991,1993,"Joel and Anne Ehrenkranz Fund, John Parkinson III Fund, and The Fellows of Photography Fund",Documents/info664project/moma.csv
Mico Multi-use Stool,"El Ultimo Grito, Roberto Feo, Rosario Hurtado",2006,2007,Gift of the manufacturer,Documents/info664project/moma.csv
Events,Marcel Alocco,1960-68,2008,The Gilbert and Lila Silverman Fluxus Collection Gift,Documents/info664project/moma.csv
"Glass House, New Canaan, Connecticut",Philip Johnson,1947-1949,1985,Gift of the architect,Documents/info664project/moma.csv
Der Neue BMW,Henry Ehlers,c. 1930,2002,Gift of Patricia Phelps de Cisneros in honor of Leonard and Evelyn Lauder,Documents/info664project/moma.csv
Anthology (Lorraine O'Grady),Clifford Owens,2011,2013,Acquired through the generosity of Philip E. Aarons and Shelley Fox Aarons,Documents/info664project/moma.csv
Untitled drawings for Soleil vitré,Georges Bataille,c. 1925,1966,"Transferred to the Drawings Collection from the Eluard Dausse Collection, The Museum of Modern Art Library",Documents/info664project/moma.csv
BABYLON from the portfolio APOCALYPSE,Sid Hammer,1961,1963,Gift of Mrs. Donald B. Straus,Documents/info664project/moma.csv
"Torres Al Rio, Vicente López, Buenos Aires, Argentina","Flora Manteola, Javier Sánchez Gómez, Josefa Santos, Justo Solsona, Carlos Sallaberry, Damián Vinson",2015,2014,Gift of MSGSSS,Documents/info664project/moma.csv
KIRCHNER'S HOUSE AT DAVOS,Jan Wiegers,,1960,Gift of Mrs. Iola Haverstick,Documents/info664project/moma.csv
Miners' Forms,Anthony Currell,1963,1963,Purchase,Documents/info664project/moma.csv
The Nocturnal Trumpeter,Franco Gentilini,1955,1956,Given anonymously,Documents/info664project/moma.csv
Pisueña,Juan Uslé,2009,2015,Gift of Jacob and Yael Samuel,Documents/info664project/moma.csv
Silver Loop-Handled Dish,Charles Robert Ashbee,1901,1977,Estée and Joseph Lauder Design Fund,Documents/info664project/moma.csv
Amish,Stephen White,1968,1973,Monroe Wheeler Fund,Documents/info664project/moma.csv
"Nara Convention Hall Project, Nara, Japan, Competition drawing: east elevation and cross-sections of large and medium halls","Scott Marble, Karen Fairbanks",1992,1994,Gift of the architects in honor of Lily Auchincloss,Documents/info664project/moma.csv
1918,"Vasilii Kamenskii, Aleksei Kruchenykh, Kirill Zdanevich",1917,2001,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Documents/info664project/moma.csv
Frontispiece from A BEEHIVE ARRANGED ON HUMANE PRINCIPLES,David Storey,1986,1987,Purchase,Documents/info664project/moma.csv
Hanging Sphere,Elizabeth King Hawley,c. 1875,1937,Gift of Miss Adelaide M. de Groot,Documents/info664project/moma.csv
Untitled from the Museum in Progress project Global Positions,Roberto Cuoghi,"(newspaper published December 27, 1999)",2006,Linda Barth Goldstein Fund,Documents/info664project/moma.csv
STREAM II,Arinori Ichihara,-1962,1967,"Gift of the International Biennial of Prints, Tokyo",Documents/info664project/moma.csv
Large Spiral Series #9,Sara Sosnowy,1994,1995,Gift of Sarah-Ann and Werner H. Kramarsky,Documents/info664project/moma.csv
"Fjordice in Eriksfjord, Greenland",Stuart Klipper,1976,1981,Acquired with matching funds from Jo Carole and Ronald S. Lauder and the National Endowment for the Arts,Documents/info664project/moma.csv
"U.S. Highway 101, Coast Highway--Near Oxnard",LeRoy Southward Robbins,1936,1941,Photography Purchase Fund,Documents/info664project/moma.csv
KOSHARE (Plate 1 from PRINTS IN THE DESERT),Frederick O'Hara,1950,1950,Purchase Fund,Documents/info664project/moma.csv
Ink History,Chen Shaoxiong,2008-2010,2012,Fund for the Twenty-First Century,Documents/info664project/moma.csv
Salon album of P.I. Baushev,"Lado Gudiashvili, Aleksei Kruchenykh, Ser-Gei [Sergei Skripitsyn], Igor' Terent'ev, Ilia Zdanevich",1915–25,2001,Gift of The Judith Rothschild Foundation (Boris Kerdimun Archive),Documents/info664project/moma.csv
"Die Güte der Gewohnheit. Fotografie. Zeitschrift für Kultur Jetzt., The Benevolence of Habit. Photography. Magazine for Culture Now.","Martin Kippenberger, Walter Dahn, Christian Hasucha, Milan Kunc, Albert Oehlen, Hervé Di Rosa, Louis Jammes, Thomas Wachweger",1984,2015,Committee on Drawings and Prints Fund and through the generosity of Philip E. Aarons and Shelley Fox Aarons,Documents/info664project/moma.csv
Drapery Material Sample,Anni Albers,1945,,Gift of the designer,Documents/info664project/moma.csv
Dana Morgan,R. Crumb,-1960,2005,The Judith Rothschild Foundation Contemporary Drawings Collection Gift,Documents/info664project/moma.csv
Untitled,Francisco Copello,1968,1968,Felipe Cossio del Pomar Fund,Documents/info664project/moma.csv
Some Living American Women Artists,Mary Beth Edelson,1972,2010,"Purchased with funds provided by Agnes Gund, and gift of John Berggruen (by exchange)",Documents/info664project/moma.csv
Niagara Suspension Bridge,William England,1859,1966,Purchase,Documents/info664project/moma.csv
Acapulco Gold,Artko,1967,1968,Gift of Joseph H. Heil,Documents/info664project/moma.csv
Tamarind Yellow,Shirley Goldfarb,1969,1974,"Gift of Kleiner, Bell & Co.",Documents/info664project/moma.csv
Title page from the portfolio ILLUMINATIONS OF TIME AND SPACE,John Grillo,(April 9-14) 1964,1969,,Documents/info664project/moma.csv
Seated Nude (Sitzender Mädchenakt mit erhobenen Armen),Hans Purrmann,(c. 1920),1943,Given anonymously,Documents/info664project/moma.csv
Black Sofa,Shoichi Ida,1970,1971,Gift of Mr. and Mrs. Wolfgang Schoenborn,Documents/info664project/moma.csv
Teresa,Robert Cowan,1962,1965,Purchase,Documents/info664project/moma.csv
Parkett no. 24,"Alighiero Boetti, Cindy Sherman, André Thomkins, Various Artists",1990,1998,,Documents/info664project/moma.csv
Untitled from Aquarellen (Watercolors),Thomas Schütte,1987,,Gift of Jan Christiaan Braun in honor of Paulina Pobocha,Documents/info664project/moma.csv
Untitled,Maria Serebriakova,1995,1998,Gift of the artist,Documents/info664project/moma.csv
Untitled,Aurino Valenca Lins Darel,-1967,1968,Inter-American Fund,Documents/info664project/moma.csv
Semina 3,"Various Artists, Michael McClure, Wallace Berman",1958,2016,"The Sue and Edgar Wachenheim III Endowment, The Library Council of The Museum of Modern Art, and gift of Philip E. Aarons and Shelley Fox Aarons, in memory of Gilbert Silverman",Documents/info664project/moma.csv
Composition in Red,Sandu Darie,1946,1950,Gift of Miss Renée Spodheim,Documents/info664project/moma.csv
