artist,date,title,source
Camille Billops,1996,GOOD MORNING IN NEW YORK,education
Edith Woolf,1927,"""NURSERY TALES""",education
Edith Woolf,1925,"""AMERICA IN THE MAKING""",education
Max Spivak,1960,SEA AND BIRD LIFE,education
Elemer Polony,1978,"""ABSTRACT FORMS IN SPACE""",education
George Stonehill,1942,"ON THE GREEN, NIEUW AMSTERDAM",education
Lumen Winter,1974,"""LIGHT AND COLOR SPECTRUM""",education
Lumen Winter,1974,"""LIGHT AND COLOR SPECTRUM""",education
Ernest Peixotto,1933,"""WASHINGTON THE SOLDIER"" AND ""OUR FRENCH ALLIES"".",education
Monroe Hewlett,1933,"""WASHINGTON AND HIS FRIENDS AT MOUNT...",education
Deane Keller,1933,"""VALLEY FORGE""",education
Eastman Johnson,1933,"""SURRENDER OF YORKTOWN 1781""",education
Joyce Kozloff,1991,UNTITLED,education
Francis Bevilacqua,1970,"""ABSTRACTION""",education
Lumen Winter,1966,"""THE SUN""",education
Lumen Winter,1966,"""THE SUN""",education
Edna Hershman,1941,"""INDUSTRY AND FARMING""",education
Philip Rice,,"""THE HISTORY OF STATEN ISLAND""",education
Tibor Freund,1963,"""UNIVERSAL DISSEMINATION OF KNOWLEDGE""",education
Stuyvesant Van Veen,1958,CHILDREN PLAYING,education
Abraham Bogdanove,1925,"""WISDOM GIVETH LIFE""",education
David Holleman,1976,"""ASTRONOMY""",education
Fn Lamb Studios,1934,"""CHARACTER, SCHOLARSHIP, SCIENCE, SERVICE..",education
Lumen Winter,1958,ARTS AND SCIENCES,education
Alfred Crimi,1966,THE LIGHT OF KNOWLEDGE,education
Helen Treadwell,1961,"""POPULAR CHARACTERS FROM CHILDREN'S BOOKS""",education
Francis Bradford,1959,THE PHYSICAL SCIENCES,education
Alfred Crimi,1970,UNITED NATIONS,education
Frank Reilly,1959,"THE HUMANITIES PROTECTING BIOLOGY, PHYSICS AND CHEMISTRY",education
Ruth Ordway,1928,"""LIFE OF ANNE HUTCHINSON""",education
Ilya Bolotowsky,1941,UNTITLED,education
William Tapley,1975,"""ABSTRACT""",education
Jack Lubin,1971,"""SPRING FESTIVAL""",education
Charles Basing,1925,"""PASTORAL SCENE""",education
Clendon Pole,1978,INTERGALACTIC JOURNEY,education
Bertram Goodman,1936,EVOLUTION OF THE BOOK,education
Francis Bevilacqua,1973,SPORTS,education
Deane Keller,1923,"""DECORATIVE STAINED GLASS""",education
Alfred Crimi,1964,"MUSIC, SCIENCE AND PHYSICAL CULTURE",education
Alfred Crimi,1964,"MUSIC, SCIENCE AND PHYSICAL CULTURE",education
Anton Refregier,1958,COLORFUL FIGURES OF AMERICAN HISTORY,education
Harold Kihl,1967,"""ABSTRACTION""",education
Harold Kihl,1966,"""EARLY AMERICAN EXPLORATION""",education
Harold Kihl,1967,"""ASTRONAUTS""",education
Harold Kihl,1966,"""AMERICAN HISTORY: PRESIDENTS""",education
Jorge Castano,1972,"""ABSTRACTION""",education
Salvatore Aucello,1960,THE ELEMENTS OF NATURE,education
Romare Bearden,1974,UNTITLED,education
David Wilson,1978,"""ATHLETICS""",education
David Wilson,1978,"""ATHLETICS""",education
Tibor Freund,1970,VEHICLE OF PROGRESS OF EDUCATION,education
Elemer Polony,1970,"""ELEMENTS OF EDUCATION""",education
Carl Lella,1929,"""SCIENCE"" AND ""ART""",education
Samuel Wiener,1958,UNTITLED,education
Ben Shahn,1957,SCIENCE AND THE HUMANITIES,education
Elemer Polony,1967,"ARTS & ARCHITECTURE, CHEMISTRY, ASTRONOMY",education
Abraham Bogdanove,1930,HENRY HUDSON,education
Edith Woolf,1923,"""CHILDREN PLAYING VARIOUS GAMES IN FIELD""",education
Revesz Ferryman,1926,"""MUSIC, DANCING, RHYTHM""",education
Robert Hamilton,1923,FOUR SEASONS,education
William Rice,1925,"""THE CHANGES OF FASHIONS FROM PREHISTORIC TIMES TO DATE""",education
William Rice,1922,"""JONAS BRONCK PURCHASING LAND FROM INDIANS""",education
William Rice,1923,"""MOTHER GOOSE""",education
Max Spivak,1967,"SPORTS AND SKILL (#1), ARTS AND LETTERS(#2)",education
Gregory Frux,1991,TWELVE MONTHS,education
Gregory Frux,1990,DAY & NIGHT,education
George Nelson,1927,THE IDEAL SCHOOL,education
George Nelson,1925,EDUCATION INSPIRES YOUTH TO SERVICE AND LOYALTY,education
Fn D'Ascenzo Studios,1917,JESSE FRANCES SMITH FORD MEMORIAL WINDOW,education
Fn Lederle Studio,1909,LYDIA F. WADLEIGH AND SUSAN K. BOURNE MEMORIAL,education
Fn Gorham Company,1907,GOETHE AND VICTOR HUGO WINDOWS,education
Wopo Holup,1992,RUNAWAY RAINBOW,education
Wopo Holup,1992,RUNAWAY RAINBOW,education
Elizabeth Grajales,,WHO ELSE SHARES OUR WORLD,education
Eric Mose,1936,POWER,education
Theodore Haupt,1940,"""CHILDREN PLAYING AT GYM""",education
Nitza Tufino,1993,FEATHER EXPLOSION,education
Maria Cocchiarelli,,DREAMS AND DESIGNS: LIFE FORMS IN FOCUS,education
Edwin Deming,1907,GOV. MORRIS ADDRESSING THE CONVENTION FOR..,education
Michael Williams,1995,REACH FOR A STAR,education
Michael Williams,1995,REACH FOR A STAR,education
Wendy Grossman,,ONE WORLD,education
Roberto Juarez,1995,CALENDAR,education
Roberto Juarez,1995,CALENDAR,education
Martin Wong,1994,MISS LIBERTY FACE,education
Martin Wong,1994,MISS LIBERTY FACE,education
Steve Mayo,,"EARTH, MASKS, FIRE",education
Rhoda Andors,1995,ECOTONES,education
Elizabeth Grajales,1995,STORIES IN CLAY,education
Claudia Demonte,1994,ANIMAL COUNT,education
Beth Bailis,1994,OUR COMMUNITY THEN AND NOW,education
Kate Lawless,1994,"YEMACAH TO JAMAICA, PAST, PRESENT, FUTURE",education
Camille Billops,,LIBRARY,education
Augustin De Andino,1995,THE FADED REMEMBRANCE OF COLOR,education
Dina Bursztyn,,PATHS AND STARS,education
Pablo Delano,,IMAGES OF WASHINGTON HEIGHTS 1993-1995,education
Justen Ladda,1995,WATER,education
Bing Lee,,ONE LINE,education
Bing Lee,,ONE LINE,education
Elizabeth Grajales,1995,WHAT A WONDERFUL WORLD,education
Elizabeth Grajales,1995,WHAT A WONDERFUL WORLD,education
Phillip Galgiani,1999,FOUR SEASONS,education
Phillip Galgiani,1999,FOUR SEASONS,education
William Pogany,1925,GREEK ART,education
Ben Schonzeit,1996,COMMON GROUND,education
Lucy Mahler,,"LET A PEOPLE, LOVING FREEDOM, COME TO GROW",education
Edwin Child,1920,JOHN HOLLEY CLARK,education
Robert Carter,1972,UNTITLED,education
Brenda Bench,1935,BASKETBALL,education
Robert Archer,1935,SUNSET ON PORT AUTHORITY BUILDING,education
Bertram Goodman,1946,"""SKYLINE""",education
Jules Halfant,1936,BATTLE OF OLD BROADWAY,education
O. Guglielmi,1934,NEW ENGLAND ARABESQUE,education
Irene Pereira,1941,THE DIAGONAL,education
Harris Rodvogin,1937,"""MAYFLOWER""",education
Edward Buyck,1950,"""STAMPING MILL""",education
Edward Buyck,1950,"""STAMPING MILL""",education
Charles Polowetski,1938,"""PORTRAIT OF DR. A. L. COLESON""",education
Francis Kughler,1934,"""NEW YORK HARBOR""",education
Vadim Morosoff,1938,"""WPA WORK""",education
Nicola Anunziata,1936,"""PORTRAIT OF DEWITT CLINTON (SAMUEL MORSE)""",education
Robert Ganley,1909,"""JOHN T. BUCHANAN""",education
Joseph Margulies,1935,"""FRANCIS H. J. PAUL""",education
Thomas Spector,1930,JOHN L. TILDSLEY,education
John Alexander,,"WALTER B. GUNNISON, PH.D.",education
Joseph Boston,1909,MR. RICHARD YOUNG,education
Greta Kempton,1936,PORTAIT OF KATE TURNER,education
Furman Finck,1964,"""GRACE L. COREY, ADMINISTRATIVE ASSISTANT""",education
John Johansen,1935,"""KATE E. TURNER, PRINCIPAL""",education
Josa Molina,,UNTITLED,education
Mitchell Loeb,1969,"""JOHN F. MCNEILL, PRINCIPAL 1934-1965""",education
Boris Luban,1936,DR. HERBERT J. LOW,education
Federico Castellon,1933,"""UNTITLED""",education
Federico Castellon,1933,"""UNTITLED""",education
Elemer Polony,1980,"""UNTITLED""",education
Louis Schanker,1940,"""MUSIC""",education
Walter Ferguson,1955,"""PORTRAIT OF PRINCIPAL""",education
Charles Polowetski,,"""GEORGE WASHINGTON""",education
John Beauchamp,,"""HORSE RACING""",education
William Powell,01/01/1854 12:00:00 AM,DEWITT CLINTON,education
Nahum Tschacbascov,1937,"""STILL LIFE""",education
Charles Alston,1937,PEOPLE OF THE VILLAGE,education
Louis Eilshemius,1920,"""THE BATHERS""",education
A. Sembler,1940,BOAT SCENE,education
Sol Wilson,1937,"""COVE SCENE""",education
Fn Polowetek,,"EVANDER CHILDS, EDUCATOR",education
Sara Murrell,1940,BARNS,education
Francis Mora,1921,EDUCATION PROVIDING ILLUMINATION,education
Burnis Day,1991,"""BUILDING A NATION""",education
Robert Ryland,1916,"""DUTCH AND INDIAN TRADING""",education
Boris Luban,1936,"""UNTITLED""",education
Israel Bernbaum,1984,"""WE WILL BE OUR BROTHERS KEEPER""",education
Eric Maunsbach,1941,YOUNG MAN IN THE COSTUME OF A MAJO,education
Eric Maunsbach,1941,MRS. GRACE ELLIOT,education
Nicola Anunziata,1941,"""MOTHER AND CHILD""",education
Georgiano Augusta,1942,GEORGIANO AUGUSTA,education
Eric Maunsbach,1941,"""THE OLD WOMAN""",education
Oskar Hauenstein,,"""INDUSTRY"" AND ""MUSIC""",education
Sara Murrell,1937,"""FOREST SCENE""",education
Fn Van Der Ulft,1667,"""DUTCH CITY HALL [DE DAM]""",education
Crystal Lorch-Seidman,1991,THE LIVELY NARROWS,education
John Alexander,1896,"""EGYPT""",education
N Yantzin,,"""PERSIAN SCENE""",education
Arthur Mower,1936,BEACH OF VALENCIA BY MORNING LIGHT,education
Riva Helfond,1940,WATERWICH CROSSING,education
A. Barbara Buttye,,"""PETER STUYVESANT""",education
B. Milavsky,1933,"""LANDSCAPE""",education
Ernest Crichlow,1968,"""LEWIS HOWARD LATIMER""",education
Charles Polowetski,1937,"""THE TECHNITE""",education
Tamotsu Miura,1994,BLACK CEDARS,education
Allan Hermes,1937,"PORTRAIT OF PRINCIPAL, DR. JAMES",education
Ruth Reeves,1937,WOMAN,education
Joseph De Martini,,UNTITLED,education
Golda Lewis,,ROLLING WAVES ON THE BEACH,education
Golda Lewis,,"""1970""",education
Golda Lewis,,"""1970""",education
Jack Stewart,1996,"JANUARY, THE FROZEN PND",education
Jack Stewart,1996,"JANUARY, THE FROZEN PND",education
Jack Stewart,1996,"JANUARY, THE FROZEN PND",education
Jack Stewart,1996,"MARCH, THE WATERFALL",education
Jack Stewart,1996,"MARCH, THE WATERFALL",education
Jack Stewart,1996,"MARCH, THE WATERFALL",education
Jack Stewart,1996,"FEBRUARY, THE FOREST",education
Jack Stewart,1996,"FEBRUARY, THE FOREST",education
Jack Stewart,1996,"FEBRUARY, THE FOREST",education
Jack Stewart,1996,APRIL AT THE SHORE,education
Jack Stewart,1996,APRIL AT THE SHORE,education
Jack Stewart,1996,APRIL AT THE SHORE,education
Amy Cheng,2003,SQUA MAQUETTE STUDY,education
Max Spivak,1935,HERALD,education
Tamara Kerr,,MAN WITH BASS,education
Mary Neumuth,1980,BLANK LANE # 2,education
Jack Stewart,1961,DELOS I,education
Jack Stewart,1961,DELOS I,education
Jack Stewart,1961,DELOS I I I,education
Jack Stewart,,DELOS II,education
Jack Stewart,,DELOS II,education
Gwen-Lin Goo,2006,EIGHT BROOKLYN LANDMARKS AND WILD LIFE OF NY STATE,education
Ed Rath,1993,THE GREAT STRUGGLE (STUDY),education
Jack Stewart,1961,AEGEAN PRELUDE,education
Harry Shoulberg,,COUNTRY LANE #3,education
Alton Tobey,,UNTITLED,education
Alton Tobey,,UNTITLED,education
Ross Lewis,2008,URBAN INTERSECTIONS,education
Ross Lewis,2008,URBAN INTERSECTIONS,education
Lily Geltman,1963,UNTITLED,education
Harry Shoulberg,,MOONSCAPE #5,education
Hedy O'Beil,1974,NIGHTWATCH,education
Jo Ann Leiser,,THE QUARRY,education
Soonae Tark,2008,LOVE YOU,education
Soonae Tark,2008,LOVE YOU,education
Frank Mason,1976,FREEDOM OF ARTISTIC EXPRESSION,education
Hans Foy,,"""TALL TREES""",education
Ming Fay,1995,LEAF GATE,education
Ming Fay,1995,LEAF GATE,education
Michael Rakowitz,2008,,education
Luisa Caldwell,2008,"THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE",education
Luisa Caldwell,2008,"THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE",education
Amy Yoes,2009,SPECTRUM,education
Amy Yoes,2009,SPECTRUM,education
Amy Yoes,2009,SPECTRUM,education
Amy Yoes,2009,SPECTRUM,education
Alexandra Sax,2008,TURTLE MIGRATION,education
Alexandra Sax,2008,TURTLE MIGRATION,education
Golda Lewis,,UNTITLED,education
Golda Lewis,,UNTITLED,education
Golda Lewis,,UNITITLED,education
Golda Lewis,,UNITITLED,education
Golda Lewis,,QUESTION #85,education
Golda Lewis,,QUESTION #85,education
Golda Lewis,,QUESTION #85,education
Golda Lewis,,DRAWING IN LEATHER,education
Hans Foy,,"""DOMESTIC LANDSCAPE""",education
Howard Conant,1972,VERTICAL RECTANGLES IN GRAYED GREENS,education
Howard Conant,1975,FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS,education
Howard Conant,1975,FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS,education
Howard Conant,1975,FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS,education
Howard Conant,1975,FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS,education
Howard Conant,1976,LANDSCAPE IN BROWNS,education
Howard Conant,1976,LANDSCAPE IN BROWNS,education
Howard Conant,1976,HOMAGE A RILKE,education
Howard Conant,1976,HOMAGE A RILKE,education
Howard Conant,1976,ARIZONA LANDSCAPE 1,education
Howard Conant,1976,ARIZONA LANDSCAPE 1,education
Hans Foy,,"""LANDSCAPE""",education
Howard Conant,1976,MAYAN MOTIF,education
Howard Conant,1976,MAYAN MOTIF,education
Howard Conant,1973,ABSTRACT LANDSCAPE,education
Howard Conant,,SOFT EDGED GEOMETRIC,education
Golda Lewis,1966,UNTITLED,education
Golda Lewis,1966,UNTITLED,education
Golda Lewis,1966,UNTITLED,education
Howard Conant,,BLUE & WHITE CONFLUENCE,education
Hans Foy,,LANDSCAPE,education
Howard Conant,,FINIAL AT WASHINTON SQUARE,education
Howard Conant,,FINIAL AT WASHINTON SQUARE,education
Karen Fitzgerald,2005,ANIMALS,education
Charles Keller,1958,THE INVENTION,education
Jo Ann Leiser,,THE FLOWER STALL,education
Jo Ann Leiser,,END OF THE ROAD,education
Fn Hocillon,,PORTRAIT,education
Sidney Hermel,,SIDEWALK VIEW,education
Stuyvesant Van Veen,,ROOFTOPS/ GHOST CITY,education
Hedy O'Beil,,MOONGLOW,education
Hedy O'Beil,,BLUE BOW,education
Hedy O'Beil,,MOONGLOW 3,education
Fn Minewski,,OCEANSCAPE,education
S Kaplian,,UNTITLED,education
Golda Lewis,,ROCK AND TREES,education
Harry Shoulberg,,MOONSCAPE,education
Ruth Ordway,1928,"""A MAP OF BRONKSLAND""",education
David Holleman,1976,"""THE LIVELY ARTS""",education
Timothy Roeschlein,2005,"""FEAST""",education
Timothy Roeschlein,2005,MUSICAL LANDSCAPE 2,education
Howard Conant,,FABRIC STUDY PATTERN,education
Howard Conant,1973,CONCENTRIC TRIANGLES IN GREENS AND YELLOWS,education
Howard Conant,,DATA EMISSION,education
S Pavolof,1913,"""THE PAINTER""",education
Ethel Cutler,1959,CAPE CANAVERAL,education
Golda Lewis,1980,BLACK AND SILVER MOUNTAIN,education
Golda Lewis,1980,BLACK AND SILVER MOUNTAIN,education
Hans Foy,,"""FEMALE NUDE""",education
Rachel Bas Cohain,,UNTITLED,education
Harry Shoulberg,,INDUSTRIAL SITE,education
Louis Ferstadt,,COSMIC DAY OF LIFE,education
Ethel Cutler,1962,"FRONDS II, ALSO TITLED DESERT LIFE",education
Harry Shoulberg,,WATERSIDE LANDSCAPE #9,education
Ethel Cutler,1950,UNTITLED,education
Ethel Cutler,1964,GROWTH (IN MEMORY OF JFK),education
Ethel Cutler,1969,A GARDEN NEAR WASHINGTON SQUARE,education
Golda Lewis,1970,COMPAGE,education
Golda Lewis,1970,COMPAGE,education
Golda Lewis,1970,COMPAGE,education
Fn Caproni Brothers,,UNTITILED,education
Fn Caproni Brothers,,UNTITILED,education
Golda Lewis,1992,"MEGALITH IN MARIAGER FJORD, DENMARK",education
Golda Lewis,1992,"MEGALITH IN MARIAGER FJORD, DENMARK",education
Golda Lewis,1992,"DOLLOMITE, JUTLAND, DENMARK",education
Golda Lewis,1992,"DOLLOMITE, JUTLAND, DENMARK",education
Golda Lewis,1974,UNTITLED,education
Golda Lewis,1974,UNTITLED,education
Howard Conant,,VARIATION OF THE BOOK OF LANDISFARNE,education
Jack Stewart,1989,"""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""",education
Jack Stewart,1989,"""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""",education
Dean Cornwell,,VARIOUS - STUDIES FOR MURALS,education
Dean Cornwell,,VARIOUS - STUDIES FOR MURALS,education
Dean Cornwell,,VARIOUS - STUDIES FOR MURALS,education
Ross Lewis,2003,ACHIEVE BELIEVE CREATE DREAM,education
Ross Lewis,2003,ACHIEVE BELIEVE CREATE DREAM,education
Ross Lewis,2003,ACHIEVE BELIEVE CREATE DREAM,education
Philemona Williamson,2003,FOLKTALES FROM AROUND THE WORLD,education
Bing Lee,2004,YOU ARE HERE,education
Ernest Trova,1980,PROFILE CANTO XI,education
Lumen Winter,,AWARNESS OF THE INTANGIBLE,education
Lumen Winter,,AWARNESS OF THE INTANGIBLE,education
Lumen Winter,,AWARNESS OF THE INTANGIBLE,education
Amy Cheng,2003,MAQUETTE STUDY FOR BRANCHES,education
Eung Ho Park,2003,BOWLING BALL CURTAIN,education
Jackie Chang,2003,IN OTHER WORDS,education
Jackie Chang,2003,IN OTHER WORDS,education
Meg Belichick,2003,ALL THE COLORS,education
Meg Belichick,2003,ALL THE COLORS,education
Eung Ho Park,2003,BOTTLE CAP EYES,education
Eung Ho Park,2003,BOTTLE CAP EYES,education
Milton Horn,1936,"FOOTBALL, HOCKEY, BASEBALL",education
Melvin Clark,1996,"ENCHANTED DREAM, SUN BIRD",education
Christina Schlesinger,1994,OLD EAST NEW YORK,education
Karl Bitter,,THOMAS JEFFERSON,education
J.E. Steinmeier,1923,"""WWI MEMORIAL TABLET""",education
Nat Werner,,CLARINET PLAYER,education
Felix De Weldon,,"""U.S. MARINE CORPS WAR MEMORIAL""",education
Roland Brooks,1994,W.E.B. DU BOIS,education
Roland Brooks,1994,W.E.B. DU BOIS,education
Charles Turner,1905,OPENING THE ERIE CANAL,education
Roland Brooks,1994,MARCUS GARVEY,education
Roland Brooks,1994,MARCUS GARVEY,education
Vertis Hayes,,"""A DECORATION""",education
Lucienne Bloch,1938,THE EVOLUTION OF MUSIC,education
Jo Ann Acey,1991,SHAPE BY SHAPE: BUILDING ART TOGETHER,education
Jo Ann Acey,1991,SHAPE BY SHAPE: BUILDING ART TOGETHER,education
Merle Steir,1992,LOOKING LESSON,education
G Wilson,1964,"""THREE CHILDREN""",education
Terry Adkins,2000,"""GEOMETRIC SHAPES""",education
Celia Munoz,1994,MIND GAMES,education
William Rice,,CHARACTERS FROM HISTORY AND LITERATURE,education
Francis Costa,1939,"THE OLD BRONX, THE BRONX TODAY",education
Mo Bahc,1994,JUNCTION,education
Mo Bahc,1994,JUNCTION,education
Mo Bahc,1994,JUNCTION,education
Mo Bahc,1994,JUNCTION,education
Gerard Recke,1936,SPIRITUAL MOTIVE: GALAHAD,education
Susan Gardner,1987,ANIMAL PARTY,education
Susan Gardner,1987,ANIMAL PARTY,education
Susan Gardner,1987,ANIMAL PARTY,education
Isaac Goldat,1940,PORTRAIT OF A YOUNG MAN,education
Edwin Blashfield,1930,"""THE GRADUATE""",education
John Alexander,1896,"""WRITING""",education
Arlene Slavin,1995,HOPSCOTCH (STAIRS) & RUNNING WILD (WALL),education
Steve Wood,1993,MODEL FOR EXTERIOR RELIEFS,education
Mike Metz,,LOOK/ACT/DREAM,education
Mike Metz,,LOOK/ACT/DREAM,education
Mike Metz,,LOOK/ACT/DREAM,education
Arlan Huang,1996,"AMERICAN ORIGINS - DO RE MI, DOO WOP, PADME HUMM",education
Maren Hassinger,1995,FENCE OF LEAVES,education
Mags Harries,1995,TERULLIAN MANTLE,education
Mags Harries,1995,TERULLIAN MANTLE,education
Mags Harries,1995,TERULLIAN MANTLE,education
Mags Harries,1995,TERULLIAN MANTLE,education
Mags Harries,1995,TERULLIAN MANTLE,education
Mags Harries,1995,TERULLIAN MANTLE,education
Tomie Arai,1997,WELCOME! BIENVENIDOS! BYENVENI!,education
Carol Byard,,FIRST IN THE HEART IS THE DREAM,education
Carol Byard,,FIRST IN THE HEART IS THE DREAM,education
Carol Byard,,FIRST IN THE HEART IS THE DREAM,education
Maren Hassinger,1996,ANCESTOR WALK,education
Maren Hassinger,1996,ANCESTOR WALK,education
Robin Holder,,PORTRAITS AND PATTERNS,education
Robin Holder,,PORTRAITS AND PATTERNS,education
Robin Holder,,PORTRAITS AND PATTERNS,education
Wopo Holup,1993,JIM THORPE GARDEN FENCE,education
Noel Copeland,,BUILDING ON 20 YEARS OF DIVERSITY,education
Ben Schonzeit,1994,"STUDY FOR COMMON GROUND, MURAL AT PS 205K",education
Jose Guzman,1997,1. ONCE UPON A TIME  2. AND THEY LIVED,education
Martin Wong,1994,MODEL FOR CEILING MURAL MISS LIBERTY FACE,education
George Mason,,UNTITLED,education
George Mason,,UNTITLED,education
Rebecca Raubacher,1985,THERE IS NO TURNING BACK,education
Rebecca Raubacher,1985,THERE IS NO TURNING BACK,education
Willie Cole,1996,ARCHWAY TO KNOWLEDGE,education
Willie Cole,1996,ARCHWAY TO KNOWLEDGE,education
Willie Cole,1996,ARCHWAY TO KNOWLEDGE,education
Willie Cole,1996,ARCHWAY TO KNOWLEDGE,education
Mac Adams,1996,WORLD PATTERNS AND FABLES,education
Mac Adams,1996,WORLD PATTERNS AND FABLES,education
John Audubon,1848,"OVIBUS MOSCHATUS, GMEL,MUSK OX",education
Max Feldman,,LISIEUX FRANCE,education
David Levine,1972,CARICATURE OF NORMAN ROCKWELL,education
Louis Tiffany,1902,"MEMORIAL TO CALVIN PATTERSON, 1847-1902",education
Harry Sternberg,1937,"""STEEL MILL""",education
Samuel Margolies,1937,'FRUITS AND VEGETABLES',education
Russel Limbach,1937,THE HAUNTED HOUSE,education
Mabel Jack,1937,COAL HOPPER AT 14TH STREET,education
Sung Ho Choi,1996,MY AMERICA,education
Sung Ho Choi,1996,MY AMERICA,education
Sung Ho Choi,1996,AMERICAN PIE,education
Sung Ho Choi,1996,AMERICAN PIE,education
Sung Ho Choi,1996,AMERICAN PIE,education
George Browne,1939,A. MORTIMER CLARK,education
Salvatore Lascari,1916,"""HISTORIC LANDMARKS OF NEW YORK""",education
Ricky Flores,1995,LICENSE TO DREAM,education
Vicki Scuri,1993,THE BUTTERFLY GARDEN,education
Vicki Scuri,1993,THE BUTTERFLY GARDEN,education
Vicki Scuri,1993,THE BUTTERFLY GARDEN,education
Candida Alvarez,,WHAT DO YOU SEE?,education
Tom Nussbaum,,12 SCULPTURES FOR ECC4,education
Tom Nussbaum,,12 SCULPTURES FOR ECC4,education
Hans Foy,1935,"""HILLSIDE WITH FIELDS AND HOUSE""",education
Paul Cadmus,1932,FOUR BOATS,education
Alfredo Ceibal,1996,THE FLYING IMAGINATION,education
Bruce Gregory,1954,ABSTRACTION,education
Fn Menelik Iii,1970,UNKNOWN,education
Pedro Silva,1994,CARIBBEAN SEA,education
Faith Ringgold,1994,CROWN HEIGHTS CHILDREN'S HISTORY STORY QUILT,education
Christopher Jones,1982,VISITATION,education
Carol Field,1987,6 PIECES - SEE COMMENTS FOR TITLES,education
Boris Lacroix,1939,1)NORMANDYI  2) FRENCHLINE,education
Boris Lacroix,1939,1)NORMANDYI  2) FRENCHLINE,education
Boris Lacroix,1939,1)NORMANDYI  2) FRENCHLINE,education
Boris Lacroix,1939,1)NORMANDYI  2) FRENCHLINE,education
Tomie Arai,1995,DISCOVERY,education
Tomie Arai,1995,DISCOVERY,education
Tomie Arai,1995,DISCOVERY,education
Ross Lewis,1989,PARALLEL MOTION,education
Y Chung,1997,SUNSET PARK SYNERGY,education
Jorge Rodriguez,1995,THE TREE OF KNOWLEDGE,education
Hans Foy,,HILLSIDE WITH BLUE BARN,education
Colette Meltzer,,REFLECTIONS,education
Werner Pfeiffer,,CON EDISON VII,education
Gilbert Sackerman,,ABRAHAM LINCOLN,education
Robin Holder,1992,CAMINO DE ANIMALES,education
Robin Holder,1992,CAMINO DE ANIMALES,education
Bryant Baker,1931,"""THE PIONEER WOMAN""",education
Henri Chapu,1933,JOAN OF ARC,education
David Bierk,1990,AFTER RYDER: MOONLIGHT MARINE . . . SEE NOTES,education
Maura Sheehan,1995,FRIEZE FRAME,education
Ed Mcgowin,1997,WORK HISTORY,education
Jennifer Bevill,1995,THE STORYTELLING QUILTS,education
Jennifer Bevill,1995,THE STORYTELLING QUILTS,education
Theodora Skipitares,1993,IT'S IN YOUR HANDS,education
Jacqueline Cully,1996,CHILDREN OF PROMISE,education
Rochelle Shicoff,1997,THE HISTORY OF EAST NEW YORK,education
Stephanie Canizares,1985,BARN IN SUMMER,education
David Freed,1982,"CRUEL APRIL #1, CRUEL APRIL #2",education
Paul Mordetsky,1983,RED BARN,education
Paul Mordetsky,1983,RED BARN,education
Hank Lavethol,1985,TIDEWATER,education
Harvey Kidder,,PANORAMA,education
Amy Jones,1956,CHRISTMAS IN ROME,education
Eastman Johnson,1989,LAKE NEAR 59TH STREET,education
Roger Hownigan,1985,CONSERVATORY I,education
Evelyn Hofer,1966,SKY DUBLIN,education
Perry Hoberman,1988,CORPORATE ENTITY #1,education
Adam Cvijanovic,1988,UNTITLED,education
David Dunlop,1988,BLUE RESERVOIR,education
David Dunlop,1988,BLUE RESERVOIR II,education
Stephanie Canizares,1984,COUNTRY LANDSCAPE,education
Laura Margolies,,BEACH FLOWERS,education
Michael De Camp,1985,REFLECTIONS,education
David Bierk,1990,AFTER MONET . . . SEE NOTES,education
Ora Lerman,1997,INSIDE THE ARK,education
Ora Lerman,1997,INSIDE THE ARK,education
Ora Lerman,1997,INSIDE THE ARK,education
Ora Lerman,1997,INSIDE THE ARK,education
Jerre Vanderhoef,1983,GULLS,education
Maria Cocchiarelli,,WORLD ATLAS BANNERS,education
Krzysztof Wodiczko,1997,WINDOWS,education
Krzysztof Wodiczko,1997,WINDOWS,education
Krzysztof Wodiczko,1997,WINDOWS,education
Krzysztof Wodiczko,1997,WINDOWS,education
Vincent Cavallaro,1965,SMALL FOREST,education
Nobukazu (Nobi) Shioya,1996,LAS MENINAS,education
Nobukazu (Nobi) Shioya,1996,LAS MENINAS,education
Hans Foy,,"""SAILBOATS""",education
Hans Foy,,"""CHURCH STEEPLE""",education
Paul Bisson,,WOOD,education
Hans Foy,,"""LANDSCAPE WITH ORANGE AND YELLOW BARNS""",education
Hans Foy,,"""CHERRY TREES""",education
Hans Foy,,"""LANDSCAPE WITH ORANGE HOUSES AND BLUE MOUNTAINS""",education
Elliot Means,1938,PLAY,education
Elliot Means,1938,PLAY,education
Elliot Means,1938,OASIS,education
Elliot Means,1938,OASIS,education
Lee Brozgold,1998,LIBERTY - OUR STORY,education
Carol Sun,,"PS 16, TREE OF KNOWLEDGE",education
