artist,date,title,source,percent funded?
Christophe Fratin,1863,Eagles and Prey,public,
NULL NULL,1865,Flushing Park Memorial,public,
Daniel Draddy,1866,Soldiers Monument,public,
Auguste Cavon,1867,Tigress and Cubs,public,
NULL NULL,1867,Madison Square Fountain,public,
Gustav Bläser,1869,Alexander von Humboldt,public,
Henry Brown,1869,Abraham Lincoln,public,
John Ward,1869,The Indian Hunter,public,
Henry Brown,1870,Abraham Lincoln,public,
John Ward,1870,Seventh Regiment Memorial,public,
NULL NULL,1870,Cherry Hill Fountain,public,
Byron Pickett,1871,Samuel Finley Breese Morse,public,
James MacDonald,1871,Washington Irving Memorial,public,
NULL NULL,1871,City Hall Park Fountain,public,
Caspar Buberl,1872,Robert Fulton,public,
Ernst Plassman,1872,Benjamin Franklin,public,
John Ward,1872,William Shakespeare,public,
Sir John Steell,1872,Sir Walter Scott,public,
Emma Stebbins,1873,Bethesda Fountain,public,
George Simonds,1875,The Falconer,public,
Frederic Bartholdi,1876,Marquis de Lafayette,public,
Randolph Rogers,1876,William Henry Seward,public,
Thomas Ball,1876,Daniel Webster,public,
James MacDonald,1877,Fitz Greene Halleck,public,
Giovanni Turini,1878,Giuseppe Mazzini,public,
Dennis Sheahan,1879,Thomas Moore,public,
John Draddy,1879,Thomas Moore,public,
Carl Conrads,1880,Alexander Hamilton,public,
Sir John Steell,1880,Robert Burns,public,
Augustus Saint-Gaudens,1881,Admiral David Glasgow Farragut,public,
Karl Donndorf,1881,Union Square Drinking Fountain,public,
NULL NULL,1881,Egyptian Obelisk,public,
Edward Kemeys,1883,Still Hunt,public,
Augustus Saint-Gaudens,1884,Robert Richard Randall,public,
Henry Baerer,1884,Conrad Poppenhusen Memorial,public,
Hugo Hagen,1884,Ludwig Van Beethoven,public,
Friedrich Beer,1885,Washington Irving Memorial,public,
John Ward,1885,Pilgrim,public,
John Ward,1885,William Earl Dodge,public,
Giovanni Turini,1888,Giuseppe Garibaldi,public,
John Ward,1890,Alexander Lyman Holley,public,
Albert Thorvaldsen,1891,Temperance Fountain,public,
Frederick MacMonnies,1891,James S.T. Stranahan,public,
James MacDonald,1891,Brigadier General Winfield Scott Hancock,public,
John Ward,1891,Henry Ward Beecher Monument,public,
Louise Lawson,1891,Samuel Sullivan Cox,public,
Gaetano Russo,1892,Columbus Monument,public,
NULL NULL,1892,Declaration of Independence Marker,public,
Philip Martiny,1892,Soldiers and Sailors Memorial Arch,public,
Frederick MacMonnies,1893,Nathan Hale,public,
John Ward,1893,Roscoe Conkling,public,
Albert Thorvaldsen,1894,Albert Bertel Thorvaldsen,public,
Alexander Doyle,1894,Horace Greeley,public,
Henry Baerer,1894,Ludwig Van Beethoven,public,
Jeronimo Sunol,1894,Christopher Columbus,public,
NULL NULL,1894,Hooper Fountain,public,
Antonin Carlès,1895,James Gordon Bennett Memorial,public,
Arnold Brunner,1895,Jacob H. Schiff Fountain,public,
Frederick MacMonnies,1895,Washington Square Arch,public,
NULL NULL,1895,Maryland Memorial,public,
Frederick Ruckstull,1896,Soldiers and Sailors Monument,public,
George Bissell,1896,Abraham De Peyster,public,
Henry Baerer,1896,General Gouverneur Kemble Warren,public,
William Partridge,1896,Ulysses Simpson Grant,public,
Augustus Mueller,1897,Mozart,public,
Augustus Saint-Gaudens,1897,Peter Cooper,public,
NULL NULL,1897,Chinese Tablet,public,
Alexander Proctor,1898,Panthers,public,
Daniel French,1898,Richard Morris Hunt Memorial,public,
Frederick MacMonnies,1898,Quadriga: the Triumphal Progress of Columbia,public,
Ernst Herter,1899,Heinrich Heine Fountain,public,
Frederick MacMonnies,1899,The Horse Tamers,public,
George Bissell,1899,Chester Alan Arthur,public,
Victor Peters (von Pieters),1899,Lioness and Cubs,public,
Frederic Bartholdi,1900,Lafayette and Washington,public,
Frederick MacMonnies,1900,The Army: Genius of Patriotism Urging American Soldiers On To Victory,public,
Frederick MacMonnies,1901,Four Eagles,public,
Frederick MacMonnies,1901,The Navy: American Sailors At Sea Urged On By the Genius of Patriotism,public,
NULL NULL,1901,Fort Washington Memorial,public,
NULL NULL,1901,Provost Prison,public,
Thomas Eakins,1901,Abraham Lincoln,public,
Thomas Eakins,1901,Ulysses S. Grant,public,
Henry Baerer,1902,General Edward Fowler,public,
Paul DuBoy,1902,Soldiers and Sailors Monument,public,
William Noble,1902,General Josiah Porter,public,
Augustus Saint-Gaudens,1903,William Tecumseh Sherman,public,
Augustus Saint-Gaudens,1903,Henry W. Maxwell Memorial,public,
Biagio Catella,1903,Rockefeller Fountain,public,
Jonathan Hartley,1903,John Ericsson Memorial,public,
NULL NULL,1903,Mary Lindley Murray,public,
NULL NULL,1904,Fort Tryon Memorial,public,
Carl Tefft,1905,Fountain of Life,public,
Frederick MacMonnies,1905,General Henry Warner Slocum,public,
John Rhind,1905,Dr. Alexander J.C. Skene,public,
John Williams,1905,Blockhouse,public,
NULL NULL,1905,Grand Central Stones,public,
Bruno Zimm,1906,Slocum Disaster Memorial,public,
Henry Shrady,1906,George Washington at Valley Forge,public,
Jonathan Hartley,1906,Algernon Sidney Sullivan,public,
NULL NULL,1906,Chief Nimham Memorial,public,
NULL NULL,1906,McGown's Pass Cannons,public,
NULL NULL,1906,Robert Ray Hamilton Fountain,public,
Pasquale Civiletti,1906,Giuseppe Verdi,public,
Karl Bitter,1907,General Franz Sigel,public,
Adolph Weinman,1908,Fort Greene Eagles,public,
Adolph Weinman,1908,Prison Ship Martyrs Monument,public,
Martin Schenck,1908,Macombs Dam Park Fountain,public,
Chester Beach,1909,Von Weber Memorial,public,
Ettore Ximenes,1909,Giovanni da Verrazzano,public,
NULL NULL,1909,Edith G. Bowdoin ASPCA Horse Trough,public,
NULL NULL,1909,Harlem Heights First Line of Defense,public,
Pierre Feitu,1909,Louis J. Heintz Memorial,public,
Bruno Zimm,1910,Woman's Health Protective Association,public,
NULL NULL,1910,American Redout Marker,public,
Henry Brown,1911,Cyrus Clark,public,
Herbert Adams,1911,William Cullen Bryant,public,
NULL NULL,1912,Edith G. Bowdoin ASPCA Horse Trough,public,
NULL NULL,1912,Eleventh Milestone Marker,public,
NULL NULL,1912,John Purroy Mitchel Memorial Flagstaff (2),public,
NULL NULL,1912,Josephine Shaw Lowell,public,
NULL NULL,1912,"New Hampshire, U.S.S.",public,
NULL Tokyo Fine Arts School,1912,Japanese Cherry Tree Tablet,public,
Attilio Piccirilli,1913,Firemen's Memorial,public,
Attilio Piccirilli,1913,U.S.S. Maine National Monument,public,
Karl Bitter,1913,Carl Schurz Memorial,public,
NULL NULL,1913,Jerry McAuley Drinking Fountain,public,
NULL NULL,1913,John T. Brush Stairway,public,
Edgar Walter,1914,Bear and Faun,public,
NULL NULL,1914,Battery Park Cannon,public,
NULL NULL,1914,Fort Number Four Tablet,public,
Sigvald Asbjornsen,1914,Edvard Grieg Memorial,public,
Anna Huntington,1915,Joan of Arc Memorial,public,
Augustus Lukeman,1915,Isidor and Ida Straus,public,
NULL NULL,1915,Wireless Operators Memorial,public,
NULL NULL,1915,Joseph Rodman Drake,public,
Sherry Fry,1915,Major Clarence T. Barrett Memorial,public,
Virgil Fuller,1915,Eugene G. Putnam,public,
Allen Newman,1916,The Hiker,public,
Hermon MacNeil,1916,George Washington Accompanied by Fame and Valor,public,
John Ward,1916,Horace Greeley,public,
Karl Bitter,1916,Pulitzer Fountain,public,
NULL NULL,1916,Fort Hamilton D.A.R. Tablet,public,
NULL NULL,1916,Fort Independence Park Tablet,public,
NULL NULL,1916,Star of Hope,public,
Daniel French,1917,Lafayette Memorial,public,
NULL NULL,1917,Milestone Park tablet,public,
Alexander Calder,1918,George Washington Accompanied by Wisdom and Justice,public,
Gutzon Borglum,1918,General Daniel Butterfield,public,
Charles Keck,1919,Spanish War Memorial,public,
NULL NULL,1919,Boy Scout's Tablet,public,
NULL NULL,1919,John Merven Carrère,public,
NULL NULL,1919,McLaughlin Park World War I Memorial,public,
NULL NULL,1919,Theodore Roosevelt Tablet,public,
Albert Weinert,1920,Staten Island War Memorial,public,
Anton Schaaf,1920,Ridgewood Memorial,public,
George Frampton,1920,William T. Stead Memorial,public,
NULL NULL,1920,Bushwick War Memorial,public,
NULL NULL,1920,Sugar Loaf Rock Plaque,public,
NULL NULL,1920,Egbertville World War Memorial,public,
NULL NULL,1920,Fort Hamilton War Memorial,public,
NULL NULL,1920,Hero Park Memorial Plaque,public,
NULL NULL,1920,Hero Park World War Honor Roll Plaque,public,
NULL NULL,1920,Hollis World War Memorial,public,
NULL NULL,1920,Sgt. Charles W. Heisser,public,
NULL NULL,1920,Washington Square Memorial Flagstaff,public,
Albert Weinert,1921,Liberty Flagstaff,public,
Anthony Grande,1921,Kissena Park World War I Monument,public,
Anton Schaaf,1921,Glendale War Memorial,public,
Augustus Lukeman,1921,Prospect Park War Memorial,public,
Ettore Ximenes,1921,Dante Alighieri,public,
Eugene Morahan,1921,Carroll Park Memorial,public,
Francis Muller,1921,Dreyfus Plaque,public,
James Novelli,1921,Saratoga Park Memorial,public,
James Walsh,1921,Baisley Pond Park Memorial,public,
NULL NULL,1921,Bronx Local Board #2 World War Memorial,public,
NULL NULL,1921,Blazed and Willowbrook Roads Tablet,public,
NULL NULL,1921,McNally Plaza Memorial,public,
NULL NULL,1921,Rose and Crown Tavern Marker,public,
Philip Martiny,1921,Abingdon Square Doughboy,public,
Philip Martiny,1921,Chelsea Park Memorial,public,
Pietro Montana,1921,Bushwick-Ridgewood Memorial,public,
Sally Farnham,1921,Simón Bolívar,public,
Charles Keck,1922,Sixty First District Memorial,public,
Frederick Ruckstull,1922,Dongan Oak Marker,public,
Frederick Ruckstull,1922,Dongan Oak Marker,public,
Gertrude Whitney,1922,Washington Heights-Inwood War Memorial,public,
Pietro Montana,1922,Bushwick-Ridgewood Memorial,public,
Burt Johnson,1923,Woodside Doughboy,public,
Carl Heber,1923,Greenpoint War Memorial,public,
Charles Stoughton,1923,Seventh Draft Board,public,
Daniel French,1923,Alfred Tredway White Memorial,public,
George Brewster,1923,Pleasant Plains Memorial,public,
H. Adler,1923,Morris Park World War Memorial,public,
NULL NULL,1923,Highbridge World War I Memorial,public,
NULL NULL,1923,Randolph St. George Walker Jr.,public,
John Boyd,1924,Unionport Memorial,public,
NULL NULL,1924,Walloon Settlers Memorial,public,
Paul Bartlett,1924,Eternal Light Flagstaff,public,
Pietro Montana,1924,Dawn of Glory,public,
Albert Winert,1925,Fort Stirling Marker,public,
Charles Rumsey,1925,Zion Park War Memorial,public,
Frederick Roth,1925,Balto,public,
Herman MacNeil,1925,Flushing Memorial,public,
James Fraser,1925,Theodore Roosevelt,public,
Jerome Connor,1925,Bronx Victory Memorial,public,
John Oakman,1925,Westchester Square Memorial,public,
Joseph Pollia,1925,Richmond Hill War Memorial,public,
NULL NULL,1925,307th Infantry Memorial Grove,public,
NULL NULL,1925,Charles and Murray Gordon,public,
NULL NULL,1925,Hennessy Park World War I Flagstaff,public,
NULL NULL,1925,Richmond Hill Flagstaff,public,
NULL NULL,1925,The Watering Place,public,
NULL NULL,1925,Woodlawn Heights War Memorial,public,
Paul Cabaret,1925,Lieutenant Colonel Isaac Barre,public,
Adolph Weinman,1926,William Jay Gaynor Memorial,public,
Attilio Piccirilli,1926,Christopher Columbus,public,
Gaetano Cecere,1926,Astoria Park War Memorial,public,
Georg Lober,1926,City Employees War Memorial,public,
H.A. Van den Eyden,1926,Netherland Monument,public,
James Novelli,1926,Winfield Memorial,public,
Konstantinos Dimitriadis,1926,Discus Thrower,public,
NULL NULL,1926,Frank L. Dowling,public,
NULL NULL,1926,General Kazimierz Pulaski,public,
NULL NULL,1926,Frank J. Goodwin,public,
NULL NULL,1926,Van Nest Memorial,public,
William Partridge,1926,Samuel J. Tilden,public,
Edmond Quinn,1927,Victor Herbert,public,
Joseph Pollia,1927,Rockaway Veterans Memorial,public,
Karl Illava,1927,One Hundred Seventh Infantry Memorial,public,
NULL NULL,1927,Firemen's Horse Memorial,public,
Adolph Weinman,1928,John Purroy Mitchel,public,
János Horvay,1928,Louis Kossuth Monument,public,
James Novelli,1928,Clason Point World War I Memorial,public,
John Van Pelt,1928,Andrew Haswell Green,public,
NULL NULL,1928,S. Rankin Drew,public,
Anthony Grande,1929,Upland Park Memorial,public,
Burt Johnson,1929,Clinton War Memorial,public,
C. Weimer,1929,Gertie A. Gorman Memorial,public,
NULL NULL,1929,Battle Pass Historic Marker,public,
NULL NULL,1929,Brookland Ferry Landing,public,
NULL NULL,1929,Corporal George J. Wellbrock Memorial,public,
NULL NULL,1929,Four Chimneys,public,
Anthony de Francisci,1930,Independence Flagstaff,public,
Isabel Kimball,1930,Jenkins Fountain,public,
L.N. Anderson,1930,William E. Kelly,public,
NULL NULL,1930,College Point War Memorial,public,
NULL NULL,1930,Laurel Hill Flagstaff,public,
NULL NULL,1930,Sullivan's Attack,public,
Romeo Frassanito,1930,Joseph A. Guider,public,
NULL NULL,1931,Dover Patrol Monument,public,
NULL NULL,1931,Maspeth Memorial,public,
NULL NULL,1931,"Riverdale, Spuytenduyvil, Kingsbridge Memorial Bell Tower",public,
NULL NULL,1931,Sergeant Joyce Kilmer,public,
Allen Newman,1932,Daniel D. Tompkins,public,
Eugene Savage,1932,Bailey Fountain,public,
Karl Fischer,1932,Johann Wolfgang Von Goethe,public,
Louis Saint-Lanne,1932,American Boy,public,
NULL NULL,1932,Isham Park Benches,public,
NULL NULL,1932,Washington Kill Von Kull Monument,public,
NULL NULL,1932,Wilbur E. Colyer Square,public,
Paul Manship,1932,Waldo Hutchins Memorial,public,
Belle Kinney,1933,Bronx Victory Memorial,public,
NULL NULL,1933,Captain Roald Amundsen Plaque,public,
NULL NULL,1933,Private Michael J. Lynch,public,
Adolph Weinman,1934,The Song of Achievement,public,
Adolph Weinman,1934,Spirit of Progress,public,
Charles Keck,1934,Bronx County Building Frieze (30 panels),public,
Edward Sanford,1934,Genius of Administration,public,
Edward Sanford,1934,Triumph of Government,public,
Emma Stebbins,1934,Christopher Columbus,public,
Frederic De Henwood,1934,Gerald MacDonald,public,
George Snowden,1934,The Majesty of the Law,public,
George Snowden,1934,Triumph of Justice,public,
Joseph Kiselewski,1934,"Loyalty, Valor and Sacrifice",public,
Joseph Kiselewski,1934,"Victory, Peace and Love of County",public,
NULL NULL,1934,Corporal Louis Zimmerman,public,
NULL NULL,1934,Corporal William Leonard Square,public,
NULL NULL,1934,General George Washington Tablet,public,
NULL NULL,1934,Marie Sklodowska Curie,public,
Paul Manship,1934,Paul Rainey Memorial Gate,public,
Carl Mose,1935,Caribou,public,
Charles Keck,1935,Right Reverend Monsignor John P. Chidwick,public,
Emil Siebern,1935,Cormorants,public,
Emil Siebern,1935,Eagles and Vultures,public,
Emil Siebern,1935,Pursuit,public,
Emil Siebern,1935,The Waterhole in the Jungle,public,
Frederick Roth,1935,African Antelopes,public,
Frederick Roth,1935,American Antelopes,public,
Frederick Roth,1935,Baboon and Mandrill,public,
Frederick Roth,1935,"Cheetah, Leopard and Puma",public,
Frederick Roth,1935,Chimpanzee,public,
Frederick Roth,1935,Cockatoos and Ara,public,
Frederick Roth,1935,Deer,public,
Frederick Roth,1935,Gorilla,public,
Frederick Roth,1935,Lions,public,
Frederick Roth,1935,Macaque and Orang-outang,public,
Frederick Roth,1935,Mowgli and Friends Attack the Monkey City,public,
Frederick Roth,1935,Mowgli Rides the Bull Against the Tiger,public,
Frederick Roth,1935,Mowgli Singes the Tiger,public,
Frederick Roth,1935,Ponies,public,
Frederick Roth,1935,Rhesus and Ring-Tailed Lemurs,public,
Frederick Roth,1935,Rocky Mountain Goats,public,
Frederick Roth,1935,Rocky Mountain Sheep,public,
Frederick Roth,1935,Swans,public,
Frederick Roth,1935,Tigers,public,
Frederick Roth,1935,Turkeys,public,
Frederick Roth,1935,Wolf and Lynxes,public,
J. Walter,1935,Marabou,public,
J. Walter,1935,Penguins,public,
NULL NULL,1935,Alben Square Flagstaff,public,
NULL NULL,1935,Bayside Civil War Boulder,public,
NULL NULL,1935,Flushing World War Memorial,public,
NULL NULL,1935,Fort Tryon Park Tablet,public,
NULL NULL,1935,Jane Addams,public,
NULL NULL,1935,Sundial,public,
William Diederich,1935,Mowgli is Carried by the Monkeys,public,
William Diederich,1935,Mowgli Learns the Law of the Jungle,public,
William Diederich,1935,Mowgli Protected from the Tiger by the Wolves,public,
William Diederich,1935,Mowgli Removes a Thorn from a Wolf's Paw,public,
William Diederich,1935,Mowgli Skins the Tiger,public,
William Diederich,1935,Sambur Attacked by Wolves,public,
"Andrew O'Connor, Jr.",1936,John Wolfe Ambrose,public,
Bessie Potter Vonnoh,1936,Burnett Memorial Fountain,public,
Frederick Roth,1936,Amphibian,public,
Frederick Roth,1936,Beach and Sea Lion,public,
Frederick Roth,1936,Flying Fish,public,
Frederick Roth,1936,Ibis Totem,public,
Frederick Roth,1936,Jelly Fish,public,
Frederick Roth,1936,Life Saver,public,
Frederick Roth,1936,Loeb Memorial Fountain,public,
Frederick Roth,1936,Medusa,public,
Frederick Roth,1936,Migrating Birds,public,
Frederick Roth,1936,Old Man River,public,
Frederick Roth,1936,Poor Fish,public,
Frederick Roth,1936,Sand Fleas,public,
Frederick Roth,1936,Scorpions,public,
Frederick Roth,1936,Speeder,public,
Frederick Roth,1936,Sport Fish,public,
Frederick Roth,1936,Wild Geese,public,
Harriet Fishmuth,1936,Call of the Sea,public,
Joseph Pollia,1936,General Philip Henry Sheridan,public,
NULL NULL,1936,Augustus Heckscher Gate Posts,public,
NULL NULL,1936,Captain George H. Tilly,public,
NULL NULL,1936,Charles B. Stover,public,
NULL NULL,1936,Ephraim Elmer Ellsworth,public,
NULL NULL,1936,Murray Hill War Memorial,public,
NULL NULL,1936,Reinhard E. Kaltenmeier,public,
Charles Keck,1937,Father Francis P. Duffy,public,
Frederick Roth,1937,Dancing Bear,public,
Frederick Roth,1937,Dancing Goat,public,
Harriet Frishmuth,1937,The Roses of Yesterday,public,
NULL NULL,1937,Columbus Square Tablet,public,
NULL NULL,1937,Adoption of the Constitution,public,
NULL NULL,1937,Capt. Malcolm A. Rafferty,public,
NULL NULL,1937,Mary Harriman Rumsey,public,
NULL NULL,1937,V.F.W. Post 4658 World War II Memorial Plaque,public,
Antonio de Filippo,1938,Monitor Memorial,public,
Frederick Roth,1938,Mother Goose,public,
Karl Gruppe,1938,Henry Hudson Memorial,public,
NULL NULL,1938,Bowling Green Marker,public,
NULL NULL,1938,Catholic War Veterans Memorial,public,
NULL NULL,1938,Joseph H. Lyons Plaque,public,
NULL NULL,1938,Orchard Beach Flagstaff,public,
NULL NULL,1938,Schmul Memorial,public,
NULL NULL,1938,William White Niles Flagstaff,public,
Victor Frisch,1938,Snow Babies,public,
August Werner,1939,Leiv Eiriksson,public,
NULL NULL,1939,Vanderbilt Gates,public,
NULL NULL,1939,General Horace Porter,public,
NULL NULL,1939,Grant's Tomb Flagstaff,public,
NULL NULL,1939,Highest Natural Point in Manhattan,public,
NULL NULL,1939,Major General Frederick D. Grant,public,
NULL NULL,1939,New York State Marine Amphitheater Bas-Reliefs,public,
NULL NULL,1939,Pratt and White Memorial,public,
NULL NULL,1939,Private Walter B. Robertson,public,
NULL NULL,1939,Red Hook Stadium Reliefs,public,
NULL NULL,1939,Richard S. Newcombe,public,
Richmond Barthe,1939,Arthur Brisbane Monument,public,
James Fraser,1940,Theodore Roosevelt,public,
NULL NULL,1940,Bill Brown Post Memorial,public,
NULL NULL,1940,Henry Hudson Memorial Park Plaque,public,
Angelo Racioppi,1941,Christopher Columbus,public,
Gertrude Whitney,1941,Peter Stuyvesant,public,
NULL NULL,1941,American Legion Flagstaff,public,
NULL NULL,1941,Arthur Cunningham Flagstaff,public,
NULL NULL,1941,Captain George H. Tilly,public,
NULL NULL,1941,Eagles,public,
Thomas Jones,1941,Brooklyn Public Library Gates,public,
NULL NULL,1942,Bayside Hills Memorial Flagstaff,public,
NULL NULL,1942,East Side Post 868 American Legion Flagstaff,public,
NULL NULL,1942,Milan R. Stefanik,public,
Oronzio Maldarelli,1942,Martin Birdbath,public,
NULL NULL,1943,Stein-Goldie Veterans Square,public,
NULL NULL,1944,Bernard McCarthy World War II Memorial,public,
NULL NULL,1944,Ukrainian-American Flagstaff,public,
A. Althoff,1945,Middle Village War Memorial,public,
A. Beretta,1945,Sundial,public,
NULL NULL,1945,East Side Post 868 American Legion Flagstaff,public,
Stanislaw Ostrowski,1945,King Wladyslaw Jagiello,public,
NULL NULL,1946,Father Demo Square Memorial Flagpole,public,
NULL NULL,1946,Metropolitan Life Insurance Company Memorial,public,
Alexander Victor,1947,Navy Terrace,public,
Alexander Victor,1947,Navy Walk,public,
NULL NULL,1947,American Memorial to Six Million Jews of Europe,public,
NULL NULL,1947,Concord World War II Memorial,public,
NULL NULL,1947,Liberty Avenue War Memorial,public,
NULL NULL,1947,McCarren Park World War II Flagstaff,public,
Walter Schott,1947,Untermyer Fountain,public,
NULL NULL,1948,Belle Harbor Memorial Circle,public,
NULL NULL,1948,Colonel David Marcus Memorial Playground Plaque,public,
NULL NULL,1948,The Isaiah Wall,public,
NULL NULL,1949,Sheila Kay Marks,public,
NULL NULL,1949,J. Otis Swift,public,
NULL NULL,1949,Peter Chappetto Flagstaff,public,
NULL NULL,1949,Queens Village-Bellerose Memorial,public,
NULL NULL,1949,Van Cortlandt Memorial Grove (39 tablets),public,
Charles Keck,1950,Governor Alfred E. Smith Memorial,public,
NULL NULL,1950,Marine Memorial,public,
NULL NULL,1950,Alfred J. Kennedy Memorial Flagstaff,public,
NULL NULL,1950,Chaplains Memorial,public,
NULL NULL,1950,Jamaica Estates,public,
NULL NULL,1950,Private David W. Gentle,public,
Paul Manship,1950,Governor Alfred E. Smith Flagstaff,public,
Charles Keck,1951,Brooklyn War Memorial,public,
Louis-Joseph Daumas,1951,General José de San Martín,public,
NULL NULL,1951,Cespino-Russo Post Plaque,public,
NULL NULL,1951,Sergeant Edward R. Miller,public,
NULL NULL,1952,Claremont Inn Marker,public,
NULL NULL,1952,Salvation Army Monument,public,
Joseph Kiselewski,1953,Lower East Side War Memorial,public,
NULL NULL,1953,New Brighton War Memorial,public,
NULL NULL,1953,Annadale Memorial,public,
NULL NULL,1953,Armed Forces Plaque,public,
NULL NULL,1953,Emily Warren Roebling Memorial Tablet,public,
NULL NULL,1953,Gus Stanley,public,
Paul Manship,1953,William Church Osborn Gates,public,
A.S. Cianfarani,1954,Father Giorgio Memorial,public,
C. Paul Jennewein,1954,Eagle,public,
Carl Schmitz,1954,Joseph Pulitzer,public,
NULL NULL,1954,Father Duffy D.S.C. Post 54 Flagstaffs (east),public,
NULL NULL,1954,Father Duffy D.S.C. Post 54 Flagstaffs (west),public,
NULL NULL,1954,Grand Street Boys War Tablet,public,
NULL NULL,1954,Greenpoint World War II Memorial,public,
NULL NULL,1954,Shorakkopoch Rock,public,
Abram Belskie,1955,Jewish-American Tercentenary Flagstaff,public,
J. Lorenzi,1955,Corporal Walter J. Fufidio Flagstaff,public,
Jose Lima,1955,José Bonifácio de Andrada e Silva,public,
Norman Thomas,1955,Coast Guard Memorial,public,
NULL NULL,1955,Emma Lazarus,public,
NULL NULL,1955,Richard Saunders Scott,public,
NULL NULL,1955,Robert Skirving Pirie,public,
Georg Lober,1956,Hans Christian Andersen,public,
NULL NULL,1956,Frank S. Hackett,public,
NULL NULL,1956,Genevieve Beavers Earle,public,
Bruno Mankowski,1957,Lithuanian Flyers Memorial,public,
Jo Davidson,1957,Fiorello H. La Guardia,public,
NULL NULL,1957,Overseas Service League Flagstaff,public,
NULL NULL,1957,Robert R. Pellicane,public,
A. Beretta,1958,Irving and Estelle Levy Playground Gate,public,
NULL NULL,1958,Egbert Memorial,public,
Georg Lober,1959,George M. Cohan,public,
Georg Lober,1959,Senator Robert F. Wagner,public,
Jose de Creeft,1959,Alice in Wonderland,public,
Joseph DiLorenzo,1959,Edward Robinson Squibb,public,
Joseph Dilorenzo,1960,Theodor Herzl Memorial,public,
NULL NULL,1960,Glover's Rock,public,
NULL NULL,1960,Japanese Tori,public,
NULL NULL,1960,Peter Caesar Alberti,public,
NULL NULL,1961,Battle of Harlem Heights Marker,public,
NULL NULL,1961,Knights of Pythias Memorial,public,
NULL NULL,1961,Robert F. Wagner,public,
NULL NULL,1962,Carmine Liotti and Lloyd Ikefugi,public,
NULL NULL,1962,Kimlau War Memorial,public,
NULL NULL,1962,"Richard C. Patterson, Jr.",public,
Albino Manca,1963,East Coast Memorial,public,
NULL NULL,1963,John F. Kennedy Memorial Tree marker,public,
NULL NULL,1963,Wave Hill Landmarks Plaque,public,
A. Beretta,1964,Joseph J. Lynch and Ferdinand A. Socho Memorial,public,
Albino Manca,1964,Verrazzano Memorial Flagstaff,public,
Donald De Lue,1964,Rocket Thrower,public,
Gilmore Clarke,1964,Unisphere and Fountain,public,
Jose De Rivera,1964,Free Form,public,
Marshall Fredericks,1964,Freedom of the Human Spirit,public,
NULL NULL,1964,Column of Jerash,public,
NULL NULL,1964,Bowling Green Fence Plaque,public,
NULL NULL,1964,Charles Revson Fountain,public,
NULL NULL,1964,Unisphere Tablets (4),public,
NULL NULL,1964,Vatican Memorial Exedra,public,
Theodore Roszak,1964,Forms in Transit,public,
Andrea Spadini,1965,Delacorte Clock,public,
Anna Huntington,1965,Jose Julian Marti,public,
Neil Estern,1965,John F. Kennedy Memorial,public,
NULL NULL,1965,Susan E. Wagner,public,
NULL NULL,1965,Bartel-Pritchard Circle War Memorial,public,
NULL NULL,1965,John Cashmore Marker,public,
NULL NULL,1965,World's Fair Time Capsule Marker,public,
NULL NULL,1966,Neumann-Goldman,public,
Donald De Lue,1967,George Washington as Master Mason,public,
NULL NULL,1967,Amiable Child Memorial,public,
Tony Rosenthal,1967,Alamo,public,
Albino Manca,1968,Gates of Life,public,
Irwin Glusker,1968,The Rowers,public,
Jack Kipnis,1968,Father Kehoe Square Memorial,public,
NULL NULL,1968,Michael J. Leonard Memorial Plaza,public,
NULL NULL,1968,Oscar Comras Mall,public,
NULL NULL,1968,Reverend Matthew J. Crosson,public,
NULL NULL,1969,Louie Stern Memorial,public,
John Grignola,1970,Bronx River Soldier,public,
NULL NULL,1970,Coffey Square,public,
NULL NULL,1970,Lilac Walk marker,public,
Albert Stewart,1971,Armillary Sphere,public,
Antoni Milkowski,1971,Skagerrak,public,
NULL NULL,1971,Argonne-Marine Memorial Oval Marker,public,
NULL NULL,1971,Wave Hill National Parks Service Tablet,public,
NULL NULL,1971,Woodside Memorial,public,
Robert Pugh,1971,Frederick Johnson Memorial,public,
Algernon Miller,1972,Tree of Hope III,public,
Anneta Duveen,1972,Robert F. Kennedy Memorial,public,
NULL NULL,1972,Freedom Tree Marker,public,
NULL NULL,1972,Weeping Beech Tree Landmark Plaque,public,
Pietro Tacca,1972,Boar,public,
Daniel French,1973,Admiral George Dewey,public,
Eduardo Villamizar,1973,Columnade,public,
Louise Nevelson,1973,Night Presence IV,public,
Milton Hebald,1973,The Tempest (Prospero and Miranda),public,
NULL NULL,1973,Arthur Ross Pinetum marker,public,
NULL NULL,1973,Freedom Tree Marker,public,
Roger Bolomey,1973,Wingdale,public,
S. Hemming,1973,Washington A. Roebling Memorial,public,
William Tarr,1973,Dr. Martin Luther King Jr. Memorial,public,
NULL NULL,1974,Debs Myers Memorial,public,
NULL NULL,1974,Monsignor Joseph A. McCaffrey,public,
NULL NULL,1974,Monsignor Joseph A. McCaffrey,public,
Terry Fugate-Wilcox,1974,3000 A.D. Diffusion Piece,public,
Tony Rosenthal,1974,5 in 1,public,
Charles Hafner,1975,Peter Pan,public,
NULL NULL,1975,Frank J. McManus,public,
NULL NULL,1975,Gene Farmer,public,
NULL NULL,1975,Rockaway Veterans Memorial Tree Markers,public,
Liu Shih,1976,Confucius,public,
