artist,date,title,source,percent funded?
Kit-Yin Snyder,1992,Judgment,public,yes
Klaus Kammerichs,1972,TELEPHONE,education,
Knox Martin,1982,JOHN WAYNE,education,
Kong Baiji,1987,"TWO BEAUTIES, 1 AND 2",education,
Konstantinos Dimitriadis,1926,Discus Thrower,public,
Kristin Jones,1992,Mnemonics,percent,yes
Kristin Jones,2004,Encyclic,percent,yes
Kristine Pfister,2000,AQUEHONGA,education,
Kristine Pfister,2000,ICONS OF CHILDHOOD,education,
Kryzstof Wodiczko,1998,Windows,percent,yes
Kyra Markham,1936,"BACKSTAGE ""PORGY AND BESS""",education,
L. Brower Hatcher,1995,El Arbol de Esperanza,public,yes
L.N. Anderson,1930,William E. Kelly,public,
Lamb Studios,1919,YOUNG MEMORIAL,education,
Lamb Studios,1923,"""BLAKE TABLET"" (LILLIE DEVEREUX)",education,
Lamb Studios,1925,SCHOLARSHIP AND CHARACTER,education,
Lamb Studios,1934,"""CHARACTER, SCHOLARSHIP, SCIENCE, SERVICE..",education,
Lane Twitchell,2000,HERE IS NEW YORK,education,yes
Lane Twitchell,2011,City Windows,percent,yes
Larry D'Amico,1985,THE GATE,education,
Larry Griffis Jr.,1964,THE PURSUIT OF LEARNING 1 & 2,education,
Laura Battle,2008,How to get to the moonâ¦ ,mta,
Laura Bradley,1994,City Suite ,mta,
Laura F. Gibellini,2013,Dom (Variations) ,mta,
Laura Margolies,,BEACH FLOWERS,education,
Laurent Veuve,1986,NY NO. 131,education,
Laurent Veuve,1986,NY NO. 7,education,
Lawrence Weiner,2012,"ONE WAY AND ANOTHER, CUSPED",education,
Lederle Studio,1909,LYDIA F. WADLEIGH AND SUSAN K. BOURNE MEMORIAL,education,
Lee Brozgol,1994,The Greenwich Village Murals ,mta,
Lee Brozgold,1998,LIBERTY - OUR STORY,education,
Lee Brozgold,2003,BEACON,education,yes
Leigh Wiener,1956,"WONDERS OF WAR, EARTHQUAKE SURVIVORS,. . .",education,
Lena Gurr,,COOPERATIVE CONSTRUCTION,education,
Leo Rubinfein,,SEE NOTES,education,
Leo Villareal,2012,Hive (Bleecker Street) ,mta,
Leon Golub,1984,THE BRANK,education,
Leonard Pytlak,,July fourth,education,
Leslie Wayne,2018,Neptune's Garden ,mta,
Lester Johnson,1984,GOLD SERIES 3,education,
Lev Landau,1940,ST. JOHN STREET,education,
Li Wei-Si,1999,Lin Ze Xu,public,
Liliana Porter,2007,SITUATIONS WITH THEM,education,yes
Liliana Porter,1994,Alice: The Way Out ,mta,
Liliana Porter and Ana Tiscornia,2010,Untitled with Sky ,mta,
Lily Geltman,,UNTITLED LANDSCAPE,education,
Lily Prince,2005,Revisited,percent,yes
Lina Viste Gronli,2016,Peace Clock,public,yes
Linda Ganjian,2016,Home Sweet Home ,mta,
Linda Ganjian,2014,A Reminder of Home,percent,yes
Linnaea Tillett,2009,This Way,public,
Lisa Amowitz,2008,Urban Renewal ,mta,
Lisa Dinhofer,2003,Losing my Marbles ,mta,
Lisa Sigal,2018,Push/Pull ,mta,
Liu Shih,1976,Confucius,public,
Lloyd Goff,,"FREEDOM OF THE AIR, EARTH AND SEA",education,
Lloyd Goff,,CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533 ( COLORED),education,
Lloyd Goff,,CABEZA DE VACAS JOURNEY- FLORIDA TO ARIZONA 1528-1533- (NO COLOR),education,
Lomeo,,JOGGER IN THE SNOW,education,
Lomeo,,DUCKS IN WAITING,education,
Loren Eiferman,2014,HOME: INSIDE/OUTSIDE ,mta,
Lorenzo Bonechi,1986,CONVERSAZIONE,education,
Lorenzo Bonechi,1986,"CARTELLA CONVERSATIONE, CARTELLA GIOCO DELLA PALLA, CARTELLA SAN FRANCISCO",education,
Lorenzo Pace,2000,Triumph of the Human Spirit,public,yes
Lori Nozick,2005,LUCE ET VITA UNIVERSAE,education,
Lori Nozick,,THROUGH OUR EYES: A SENSE OF PLACE,education,
Lorie Novak,1983,"1. ""MEMORY""  2. ""THE BARBEQUE""  3. ""MY MOTHER""  4. ""FRAGMENTS""",education,
Louis Breslow,1940,FRIDAY ON ORCHARD STREET,education,
Louis Breslow,1940,HERE COMES THE PARADE,education,
Louis Delsarte,2001,Transitions ,mta,
Louis Eilshemius,1920,"""THE BATHERS""",education,
Louis Ferstadt,,COSMIC DAY OF LIFE,education,
Louis Lozowick,1934,MANHATTAN BRIDGE,education,
Louis Lozowick,1934,FIRST AVENUE MARKET,education,
Louis Lozowick,1936,SUBWAY STATION,education,
Louis Lozowick,1939,O HIGGINS' TEAM,education,
Louis Maldarelli,1937,HEAVY CORN COLORED SILK DRESS OF 1780 -1790,education,
Louis Saint-Lanne,1932,American Boy,public,
Louis Tiffany,1902,"MEMORIAL TO CALVIN PATTERSON, 1847-1902",education,
Louis Tiffany,1919,WALTER B. GUNNISON MEMORIAL WINDOW,education,
Louis Tiffany,,CUM ROBUSTO PERFECTUS,education,
Louis-Joseph Daumas,1951,General JosÃ© de San MartÃ­n,public,
Louise Lawson,1891,Samuel Sullivan Cox,public,
Louise Nevelson,1973,Night Presence IV,public,
Louise Nevelson,1978,Shadows and Flags,public,
Lu Chun-Hsiung,2019,Dr. Sun Yat Sen,public,
Luca Buvoli,2004,THE BIG WAVE-NOT A SUPERHERO- IN THE OCEAN OF LANGUAGE,education,yes
Lucienne Bloch,1938,THE EVOLUTION OF MUSIC,education,
Lucinda Luvaas,1981,THE LOUIS ARMSTRONG MURAL,education,
Lucy Fradkin,2003,SPRING FEVER,education,
Lucy Fradkin,2008,EVENING SONG,education,
Lucy Mahler,,"LET A PEOPLE, LOVING FREEDOM, COME TO GROW",education,
Luis Arenal,1937,DISTRIBUTION OF LAND,education,
Luis Sanguino,1983,The Immigrants,public,
Luisa Caldwell,2008,"THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE",education,yes
Luisa Caldwell,2011,Station Villa ,mta,
Lumen Winter,1958,GREENWICH VILLAGE AND ITS CULTURAL ACTIVITIES,education,
Lumen Winter,1958,ARTS AND SCIENCES,education,
Lumen Winter,1962,"JONATHAN P. HYATT, EDUCATOR",education,
Lumen Winter,1963,IMMIGRATION,education,
Lumen Winter,1963,"""THE ORIGNAL MURAL STORY""",education,
Lumen Winter,1964,"SCIENCE, MUSIC, ART, AND LITERATURE",education,
Lumen Winter,1965,"""HISTORY OF STATEN ISLAND""",education,
Lumen Winter,1966,"""THE SUN""",education,
Lumen Winter,1969,MOTIVATION,education,
Lumen Winter,1969,PROTECTION,education,
Lumen Winter,1970,ASCENT,education,
Lumen Winter,1970,ROCK,education,
Lumen Winter,1974,"""LIGHT AND COLOR SPECTRUM""",education,
Lumen Winter,,AWARNESS OF THE INTANGIBLE,education,
Lumen Winter,,LIFE IS A LABOR & ODE TO AUDUBON,education,
Lumen Winter,,MISSOURI AND KANSAS/ THE SLAVERY ISSUE,education,
Lynn Margileth,1991,MAGIC SEEDS,education,
M Lush,1937,"""RECLINING WOMEN""",education,
M. H. Keck,1921,WW I COMMEMORATIVE PLAQUE,education,
M. Murphy,1937,BOAT HOUSE,education,
M. Murphy,1940,HURDY GURDY,education,
M. Murphy,1940,FLOWER STUDY,education,
M. Murphy,1940,FISH DAY,education,
M.L.J. Johnson,1995,I Can Read,percent,yes
Mabel Dwight,1937,CLIFFS BY THE SEA,education,
Mabel Jack,1937,COAL HOPPER AT 14TH STREET,education,
Mac Adams,1996,WORLD PATTERNS AND FABLES,education,yes
Mac Adams,1991,New York Korean War Veterans Memorial,public,
Mac Raboy,1940,FISHING FOR COINS,education,
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education,
Mags Harries,1995,TERULLIAN MANTLE,education,yes
Mags Harries,1993,Topiary: A Twenty Year Project,public,yes
Maira Kalman,2001,WHATS WHAT?,education,
Malcolm Cochran,2005,Private Passage,public,yes
Malin Abrahamsson,2008,On the Trail,mta,
Mamiko Otsubo,2014,From one to Many,percent,yes
Manuel Vega,1991,FREEDOM,education,
Manuel Vega,2003,"""PAINFUL HISTORY AND CIVIL RIGHTS"" AND ""MUSIC, DIVERSITY AND TECHNOLOGY""",education,
Manuel Vega,1996,SÃ¡bado en la Ciento Diez (Saturday on 110th Street) ,mta,
MarÃ­a BerrÃ­o,2019,There Is Magic Underneath It All ,mta,
Mara Held,2002,El in 16 Notes ,mta,
Marc Dennis,2017,Where Dreams Come to Play,mta,
Marcel Dzama,2021,No Less Than Everything Comes Together ,mta,
Maren Hassinger,1995,FENCE OF LEAVES,education,yes
Maren Hassinger,1996,ANCESTOR WALK,education,yes
Maren Hassinger,1998,Message from Malcolm ,mta,
Margalit Mannor,1986,"UNTITLED (#'S 108, 122, 124, 128, 132, 160)",education,
Margaret Concha,,DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,education,
Margaret Lanzetta,2007,Culture Swirl ,mta,
Margie Hughto,1997,"Trade, Treasure and Travel ",mta,
Maria Cocchiarelli,,DREAMS AND DESIGNS: LIFE FORMS IN FOCUS,education,
Maria Cocchiarelli,,WORLD ATLAS BANNERS,education,
Maria Cristalli & Marc Brown,2010,The Land Between Two Waters ,mta,
Maria Dominguez,2002,El Views ,mta,
Marian Curtiss,,XVIII CENTURY LINEN OR COTTON,education,
Marina Gutierrez,1996,Untitled,percent,yes
Marina Tsersarskaya,2008,Bronx. Four Seasons ,mta,
Mario M. Muller,2007,Urban Motif ,mta,
Marion Greenwood,,REVERIE,education,
Marisol Escobar,1986,CREATIVITY,education,
Marisol Escobar,1991,American Merchant Mariners Memorial,public,
Marjorie Blackwell,2001,Tranquility ,mta,
Marjorie Dangerfield,1957,DR. BAILEY K. ASHFORD (1873-1934),education,
Marjorie Moore,1987,TAILORED TAILS #1,education,
Marjorie Moore,1987,TAILORED TAILS #3,education,
Marjorie Moore,1989,SLEETED HILL,education,
Mark Dean Veca,2012,Forest Frieze,percent,yes
Mark Fox,2021,40û54Õ37.9ÓN 73û50Õ33.5ÓW,mta,
Mark Gagnon,2009,Inspirational Americans,percent,yes
Mark Gaynon,2009,INSPIRATIONAL AMERICANS,education,yes
Mark Gibian,1996,Cable Crossing ,mta,
Mark Hadjipateras,2002,City Dwellers (for Costas and Maro) ,mta,
Mark Jackson Jarvis,2004,Techno 368,percent,yes
Mark Sadan,1985,CLEARWATER SAILING THE HUDSON,education,
Mark Sadan,1985,"1) ""HUDSON RIVER REVIVAL""  2) ""THE CLEARWATER SAILING""",education,
Mark Veca,2011,FOREST FRIEZE,education,
Marshall Fredericks,1964,Freedom of the Human Spirit,public,
Martha Jackson Jarvis,2004,TECHNO 368,education,
Martha Jackson-Jarvis,1991,Travelinâ™ Time ,mta,
Martha Madigan,2004,OAK SEASONS,education,yes
Martin Schenck,1908,Macombs Dam Park Fountain,public,
Martin Wong,1994,MISS LIBERTY FACE,education,yes
Martin Wong,1994,MODEL FOR CEILING MURAL MISS LIBERTY FACE,education,
Martin Wong,1994,MISS LIBERTY FACE MAQUETTE,education,
Mary Ann Unger,1990,SHEAVES,education,
Mary Callery,1954,FABLES OF LA FONTAINE,education,
Mary Callery,1958,ACROBATS,education,
Mary Callery,,AMITY,education,
Mary Cassatt,,MOTHER AND SEATED CHILD,education,
Mary Judge,2018,American Season,mta,
Mary Mattingly,2015,Flock House,percent,yes
Mary Miss,1998,Framing Union Square ,mta,
Mary Miss,2012,The Passage: A Moving Memorial,public,
Mary Neumuth,1980,BLANK LANE # 2,education,
Mary Neumuth,1980,JESSUPS NECK # 2,education,
Mary Panchen,,"""ALICE FARKOUH""",education,
Mary Reardon,,"BOSTON, 1775-1776",education,
Mary Temple,2009,"WEST WALL, NORTHEAST LIGHT",education,
Mary Temple,2009,"NORTHEAST LIGHT, WEST WALL",education,
Mary Temple,2011,"West Wall, East Light, Morning ",mta,
Mary Temple,2010,West Wall,percent,yes
Mary Temple,2016,Double Sun,public,
Masaaki Noda,1981,AMONG THE MOMENTS,education,
Masaaki Noda,1982,PASSAGE,education,
Masayuki Sono,2004,Postcards,public,
Masayuki Sono,2017,9/11 First Responders Memorial,public,
Matt Mullican,2003,"LAW, JUSTICE, AND GOVERNMENT",education,yes
Matt Mullican,2003,"LAW, GOVERNMENT, AND JUSTICE 1",education,
Matt Mullican,,"DESIGN FOR HS OF LAW, GOV'T JUSTICE",education,
Matt Mullican,1989,Untitled ,mta,
Matt Mullican,2011,Untitled ,mta,
Matt Mullican,1995,Etched Granite Pavement,public,yes
Matthew Geller,2017,I Ought to,public,
Matthew O' Donnell,1988,ELECTRIC BOAT,education,
Maura Sheehan,1995,FRIEZE FRAME,education,yes
Maureen McQuillan,2018,Crystal Blue Persuasion ,mta,
Maurice Glickman,1937,DESTITUTE (MOTHER AND CHILD),education,
Mauricio Lopez,2011,Past/Present/Future ,mta,
Mauricio Trenard,2009,GREEN POWER,education,yes
Max Feldman,1988,THE NEW YORK STOCK EXCHANGE,education,
Max Feldman,,LISIEUX FRANCE,education,
Max Neuhaus,2002,Times Square ,mta,
Max Spivak,1935,HERALD,education,
Max Spivak,1935,TOY SOLDIER,education,
Max Spivak,1955,"""TOOLS OF EDUCATION""",education,
Max Spivak,1956,TOOLS OF EDUCATION,education,
Max Spivak,1960,SEA AND BIRD LIFE,education,
Max Spivak,1962,CENTRAL PARK AS A REFUGE,education,
Max Spivak,1965,"MOON AND SEA, SUN AND EARTH",education,
Max Spivak,1967,"""SPACE AND SATELLITES""",education,
Max Spivak,1967,"SPORTS AND SKILL (#1), ARTS AND LETTERS(#2)",education,
Maxwell Chayat,1974,"""EXPLORATION""",education,
Maxwell Starr,1947,HISTORY OF MANKIND IN TERMS OF MENTAL AND PHYSICAL LABOR,education,
Meg Belichick,2003,ALL THE COLORS,education,yes
Mel Chin,1995,LANDMIND,education,yes
Mel Chin,1997,Signal ,mta,
Melissa Calderon,2019,Para Roberto,public,
Melvin Clark,1996,"ENCHANTED DREAM, SUN BIRD",education,yes
Melvin Edwards,1995,Tomorrow's Wind,public,yes
Menelek Iii,,"""MALCOLM X""",education,
Meredith Bergmann,2020,Women's Rights Pioneers Monument,public,
Merle Steir,1992,LOOKING LESSON,education,
Mia Pearlman,2016,Soar ,mta,
Michael Browne,1996,Tortoise and Hare,public,
Michael Cummings,2000,Carnival Time,percent,yes
Michael Davis,2006,Equilibrium,percent,yes
Michael Dicerbo,1982,NIGHT TIDE,education,
Michael Falco,2007,Where Marsh Meets the Sea,percent,yes
Michael Ingui,2007,Crescendo ,mta,
Michael Kelly  Williams,1992,El 2 and El 5 ,mta,
Michael Kelly Williams,1995,REACH FOR A STAR,education,yes
Michael Krondl,2004,Looking Up ,mta,
Michael Loew,1934,TRAINING TECHNICAL AND VOCATIONAL WORKERS,education,
Michael Loew,1935,"""INDUSTRIAL CHRONOLOGY IN TEXTILE...",education,
Michael Miller,2011,Surf Station 90 ,mta,
Michael Rakowitz,2009,Secondary School,percent,yes
Michael Scott,1989,BEAVER PLATEAU,education,
Michael Waugh,2016,Bird Watchers,percent,yes
Michele Brody,2006,UNIVERSE OF KNOWLEDGE,education,
Michele Brody,2006,Allerton Mandalas ,mta,
Michele Oka Doner,1991,Radiant Site ,mta,
Michelle Greene,1991,Railriderâ™s Throne ,mta,
Michelle Harvey,1986,FIELD AND STREAM,education,
Michelle Stuart,1990,TABULA,education,yes
Mickalene Thomas,2017,Untitled ,mta,
Mierle Landerman Ukeles,2000,Honor 2000,public,yes
Mike Mandel,2000,Bulletin Board,percent,yes
Mike Metz,1996,LOOK/ACT/DREAM,education,yes
Mildred Williams,,WINTER CENTRAL PARK,education,
Millie Burns,1999,IL7/Square ,mta,
Milo Mottola,1998,The Totally Kid Carousel,public,yes
Milton Glaser,1986,Untitled ,mta,
Milton Hebald,1972,EDUCATION AND ATHLETICS,education,
Milton Hebald,1973,The Tempest (Prospero and Miranda),public,
Milton Hebald,1978,Romeo and Juliet,public,
Milton Hebald,1980,Richard Tucker,public,
Milton Horn,1936,"DANCE, TENNIS, BASKETBALL",education,
Milton Horn,1936,"FOOTBALL, HOCKEY, BASEBALL",education,
Mina Lowry,1937,SAMPLE SWATCH OF SILK BLOCK PRINTED,education,
Mina Lowry,,GLAZED AND PRINTED COTTON ABOUT 1850,education,
Minewski,,OCEANSCAPE,education,
Ming Fay,1995,LEAF GATE,education,yes
Ming Fay,2004,"Shad Crossing, Delancey Orchard ",mta,
Ming Fay,2005,Whitehall Crossing,percent,yes
Ming Fay,2004,Goldenrain Corners,public,
Minnetta Good,1937,STILL LIFE,education,
Mitchell Loeb,1969,"""JOHN F. MCNEILL, PRINCIPAL 1934-1965""",education,
Mo Bahc,1994,JUNCTION,education,yes
Moe Brooker ,2015,Just Jazz,mta,
Moises Cabrera Orozco,2004,Benito Juarez,public,
Monica Banks,2002,Louisa and Rusty,percent,yes
Monika Bravo,2017,Duration ,mta,
Monika Bravo,2015,Time Will tell,percent,yes
Monroe Hewlett,1933,"""WASHINGTON AND HIS FRIENDS AT MOUNT...",education,
Mons Breidvik,1936,EVOLUTION OF COSTUME THROUGH THE AGES,education,
Monty Lewis,1936,THE COTTON INDUSTRY IN CONTEMPORARY AMERICA,education,
Mortimer Bourne,1937,LOWER FULTON STREET,education,
Moses Oley,1937,QUARRY,education,
Moses Ros,2005,"Patriasana, Wholesomeland ",mta,
Moses Ros,2005,Mi Casita,percent,yes
Muriel Brennecke,1939,INDIAN CORN DANCE,education,
Muriel Brennecke,1939,INDIAN BUFFALO DANCE,education,
Muriel Castanis,1996,Flatbush Floogies ,mta,
Murray Reich,,QUARTET FOR THALO GREEN,education,
Museum of Modern Art (MoMA),2019,53rd Street Art Stop ,mta,
N Yantzin,,"""PERSIAN SCENE""",education,
N. Toor,1937,"""WINTER GAMES"" ""SUMMER GAMES""",education,
Nahum Tschacbascov,1937,"""STILL LIFE""",education,
Nancy Baker,2017,Chandelier / Ailthanus ,mta,
Nancy Blum,2007,Floating Auriculas ,mta,
Nancy Blum,2019,ROAMING UNDERFOOT ,mta,
Nancy Chunn,1997,MAPPING QUEENS,education,yes
Nancy Dwyer,1993,MULTIPLE CHOICE,education,yes
Nancy Dwyer,1993,HALLWAY HIGHWAY,education,yes
Nancy Holt,1987,Astral Grating ,mta,
Nancy Spero,2001,"Artemis, Acrobats, Divas and Dancers ",mta,
Nantandy,1976,A HISTORY OF SOUTHERN CALIFORNIA (IN COLOR),education,
Nantandy,,A HISTORY OF SOUTHERN CALIFORNIA 'PRINT',education,
Naomi Campbell,2004,Animal Tracks ,mta,
Nari Ward,2009,Voice ,public,yes
Nari Ward,2009,Voice II,public,
Nari Ward,2009,Voice IV,public,
Nat Lowell,1937,MAN ON PULLEY,education,
Nat Lowell,1940,RIDING HIGH,education,
Nat Werner,,CLARINET PLAYER,education,
Natan Rapoport,1987,Job,public,
Natasha Kudrova,,RUSSIA'S CONTRIBUTIONS TO AMERICA,education,
Nathanel Kaz,1942,"""CHEERLEADER""",education,
Nathanel Kaz,1959,TRAGEDY AND COMEDY,education,
Nathanel Kaz,1959,"""GROWTH""",education,
Nathaniel Choate,1965,DREAMS OF CHILDHOOD,education,
Nato Receputo,1939,THE WANDERINGS OF ULYSSES - HOMER'S WORLD,education,
Ned Smyth,2002,DESTINATIONS,education,yes
Ned Smyth,1984,Firefighting Mosaic,public,
Ned Smyth,1996,Wave Wall in Green,public,yes
Neil Estern,1965,John F. Kennedy Memorial,public,
Neil Estern,1994,Fiorello H. La Guardia,public,
Nelson Felix,1987,BUS,education,
Nelson Felix,1987,AVOROL,education,
Nelson Felix,1987,POETA PARADO,education,
Nicholas Pearson,1991,Halo ,mta,
Nick Cave,2021,"Each One, Every One, Equal All ",mta,
Nicky Enright,2006,Universal City ,mta,
Nicola Anunziata,1936,"""PORTRAIT OF DEWITT CLINTON (SAMUEL MORSE)""",education,
Nicola Anunziata,1941,"""MOTHER AND CHILD""",education,
Nicola Arrighini,1978,Juan Pablo Duarte,public,
Nina Yankowitz,1988,Tunnel Vision ,mta,
Nitza Tufino,1993,FEATHER EXPLOSION,education,yes
Nitza Tufino,1989,Westside Views ,mta,
Nitza Tufino,1990,Neo-Boriken ,mta,
Noah Jemisin,1998,Leaf Over My Shoulder,percent,yes
Nobi Shioya,1998,LAS MENINAS,education,yes
Nobuho Nagasawa,2012,Timecast,public,
Nobuho Nagasawa,2018,Luminescence,public,
Noel Copeland,1992,JHS 56,education,
Noel Copeland,2000,MYTH ANIMALS,education,yes
Noel Copeland,,BUILDING ON 20 YEARS OF DIVERSITY,education,
Noel Copeland,,DOWNTOWN & MIDTOWN,education,
Noel Copeland,,OUR FAVORITE PLANTS AND ANIMALS,education,
Noel Copeland,2006,Leaf of Life ,mta,
Nolan Scenery Studios,1988,"""CROWD DESCENDING BOARDWALK""",education,
Norman B. Colp,1991,The Commuter's Lament or A Close Shave ,mta,
Norman Thomas,1955,Coast Guard Memorial,public,
NULL NULL,1818,Fort George Memorial Tablet,public,
NULL NULL,1834,Firemen's Memorial,public,
NULL NULL,1865,Flushing Park Memorial,public,
NULL NULL,1867,Madison Square Fountain,public,
NULL NULL,1870,Cherry Hill Fountain,public,
NULL NULL,1871,City Hall Park Fountain,public,
NULL NULL,1881,Egyptian Obelisk,public,
NULL NULL,1892,Declaration of Independence Marker,public,
NULL NULL,1894,Hooper Fountain,public,
NULL NULL,1895,Maryland Memorial,public,
NULL NULL,1897,Chinese Tablet,public,
NULL NULL,1901,Fort Washington Memorial,public,
NULL NULL,1901,Provost Prison,public,
NULL NULL,1903,Mary Lindley Murray,public,
NULL NULL,1904,Fort Tryon Memorial,public,
NULL NULL,1905,Grand Central Stones,public,
NULL NULL,1906,Chief Nimham Memorial,public,
NULL NULL,1906,McGown's Pass Cannons,public,
NULL NULL,1906,Robert Ray Hamilton Fountain,public,
NULL NULL,1909,Edith G. Bowdoin ASPCA Horse Trough,public,
NULL NULL,1909,Harlem Heights First Line of Defense,public,
NULL NULL,1910,American Redout Marker,public,
NULL NULL,1912,Edith G. Bowdoin ASPCA Horse Trough,public,
NULL NULL,1912,Eleventh Milestone Marker,public,
NULL NULL,1912,John Purroy Mitchel Memorial Flagstaff (2),public,
NULL NULL,1912,Josephine Shaw Lowell,public,
NULL NULL,1912,"New Hampshire, U.S.S.",public,
NULL NULL,1913,Jerry McAuley Drinking Fountain,public,
NULL NULL,1913,John T. Brush Stairway,public,
NULL NULL,1914,Battery Park Cannon,public,
NULL NULL,1914,Fort Number Four Tablet,public,
NULL NULL,1915,Wireless Operators Memorial,public,
NULL NULL,1915,Joseph Rodman Drake,public,
NULL NULL,1916,Fort Hamilton D.A.R. Tablet,public,
NULL NULL,1916,Fort Independence Park Tablet,public,
NULL NULL,1916,Star of Hope,public,
NULL NULL,1917,Milestone Park tablet,public,
NULL NULL,1919,Boy Scout's Tablet,public,
NULL NULL,1919,John Merven CarrÃ¨re,public,
NULL NULL,1919,McLaughlin Park World War I Memorial,public,
NULL NULL,1919,Theodore Roosevelt Tablet,public,
NULL NULL,1920,Bushwick War Memorial,public,
NULL NULL,1920,Sugar Loaf Rock Plaque,public,
NULL NULL,1920,Egbertville World War Memorial,public,
NULL NULL,1920,Fort Hamilton War Memorial,public,
NULL NULL,1920,Hero Park Memorial Plaque,public,
NULL NULL,1920,Hero Park World War Honor Roll Plaque,public,
NULL NULL,1920,Hollis World War Memorial,public,
NULL NULL,1920,Sgt. Charles W. Heisser,public,
NULL NULL,1920,Washington Square Memorial Flagstaff,public,
NULL NULL,1921,Bronx Local Board #2 World War Memorial,public,
NULL NULL,1921,Blazed and Willowbrook Roads Tablet,public,
NULL NULL,1921,McNally Plaza Memorial,public,
NULL NULL,1921,Rose and Crown Tavern Marker,public,
NULL NULL,1923,Highbridge World War I Memorial,public,
NULL NULL,1923,Randolph St. George Walker Jr.,public,
NULL NULL,1924,Walloon Settlers Memorial,public,
NULL NULL,1925,307th Infantry Memorial Grove,public,
NULL NULL,1925,Charles and Murray Gordon,public,
NULL NULL,1925,Hennessy Park World War I Flagstaff,public,
NULL NULL,1925,Richmond Hill Flagstaff,public,
NULL NULL,1925,The Watering Place,public,
NULL NULL,1925,Woodlawn Heights War Memorial,public,
NULL NULL,1926,Frank L. Dowling,public,
NULL NULL,1926,General Kazimierz Pulaski,public,
NULL NULL,1926,Frank J. Goodwin,public,
NULL NULL,1926,Van Nest Memorial,public,
NULL NULL,1927,Firemen's Horse Memorial,public,
NULL NULL,1928,S. Rankin Drew,public,
NULL NULL,1929,Battle Pass Historic Marker,public,
NULL NULL,1929,Brookland Ferry Landing,public,
NULL NULL,1929,Corporal George J. Wellbrock Memorial,public,
NULL NULL,1929,Four Chimneys,public,
NULL NULL,1930,College Point War Memorial,public,
NULL NULL,1930,Laurel Hill Flagstaff,public,
NULL NULL,1930,Sullivan's Attack,public,
NULL NULL,1931,Dover Patrol Monument,public,
NULL NULL,1931,Maspeth Memorial,public,
NULL NULL,1931,"Riverdale, Spuytenduyvil, Kingsbridge Memorial Bell Tower",public,
NULL NULL,1931,Sergeant Joyce Kilmer,public,
NULL NULL,1932,Isham Park Benches,public,
NULL NULL,1932,Washington Kill Von Kull Monument,public,
NULL NULL,1932,Wilbur E. Colyer Square,public,
NULL NULL,1933,Captain Roald Amundsen Plaque,public,
NULL NULL,1933,Private Michael J. Lynch,public,
NULL NULL,1934,Corporal Louis Zimmerman,public,
NULL NULL,1934,Corporal William Leonard Square,public,
NULL NULL,1934,General George Washington Tablet,public,
NULL NULL,1934,Marie Sklodowska Curie,public,
NULL NULL,1935,Alben Square Flagstaff,public,
NULL NULL,1935,Bayside Civil War Boulder,public,
NULL NULL,1935,Flushing World War Memorial,public,
NULL NULL,1935,Fort Tryon Park Tablet,public,
NULL NULL,1935,Jane Addams,public,
NULL NULL,1935,Sundial,public,
NULL NULL,1936,Augustus Heckscher Gate Posts,public,
NULL NULL,1936,Captain George H. Tilly,public,
NULL NULL,1936,Charles B. Stover,public,
NULL NULL,1936,Ephraim Elmer Ellsworth,public,
NULL NULL,1936,Murray Hill War Memorial,public,
NULL NULL,1936,Reinhard E. Kaltenmeier,public,
NULL NULL,1937,Columbus Square Tablet,public,
NULL NULL,1937,Adoption of the Constitution,public,
NULL NULL,1937,Capt. Malcolm A. Rafferty,public,
NULL NULL,1937,Mary Harriman Rumsey,public,
NULL NULL,1937,V.F.W. Post 4658 World War II Memorial Plaque,public,
NULL NULL,1938,Bowling Green Marker,public,
NULL NULL,1938,Catholic War Veterans Memorial,public,
NULL NULL,1938,Joseph H. Lyons Plaque,public,
NULL NULL,1938,Orchard Beach Flagstaff,public,
NULL NULL,1938,Schmul Memorial,public,
NULL NULL,1938,William White Niles Flagstaff,public,
NULL NULL,1939,Vanderbilt Gates,public,
NULL NULL,1939,General Horace Porter,public,
NULL NULL,1939,Grant's Tomb Flagstaff,public,
NULL NULL,1939,Highest Natural Point in Manhattan,public,
NULL NULL,1939,Major General Frederick D. Grant,public,
NULL NULL,1939,New York State Marine Amphitheater Bas-Reliefs,public,
NULL NULL,1939,Pratt and White Memorial,public,
NULL NULL,1939,Private Walter B. Robertson,public,
NULL NULL,1939,Red Hook Stadium Reliefs,public,
NULL NULL,1939,Richard S. Newcombe,public,
NULL NULL,1940,Bill Brown Post Memorial,public,
NULL NULL,1940,Henry Hudson Memorial Park Plaque,public,
NULL NULL,1941,American Legion Flagstaff,public,
NULL NULL,1941,Arthur Cunningham Flagstaff,public,
NULL NULL,1941,Captain George H. Tilly,public,
NULL NULL,1941,Eagles,public,
NULL NULL,1942,Bayside Hills Memorial Flagstaff,public,
NULL NULL,1942,East Side Post 868 American Legion Flagstaff,public,
NULL NULL,1942,Milan R. Stefanik,public,
NULL NULL,1943,Stein-Goldie Veterans Square,public,
NULL NULL,1944,Bernard McCarthy World War II Memorial,public,
