artist,date,title,source
Jack Stewart,1996,"JANUARY, THE FROZEN PND",education
Jack Stewart,1996,"MARCH, THE WATERFALL",education
Jack Stewart,1996,"FEBRUARY, THE FOREST",education
Jack Stewart,1996,APRIL AT THE SHORE,education
Amy Cheng,2003,SQUA MAQUETTE STUDY,education
Max Spivak,1935,HERALD,education
Tamara Kerr,,MAN WITH BASS,education
Mary Neumuth,1980,BLANK LANE # 2,education
Jack Stewart,1961,DELOS I,education
Jack Stewart,1961,DELOS I I I,education
Jack Stewart,,DELOS II,education
Gwen-Lin Goo,2006,EIGHT BROOKLYN LANDMARKS AND WILD LIFE OF NY STATE,education
Ed Rath,1993,THE GREAT STRUGGLE (STUDY),education
Jack Stewart,1961,AEGEAN PRELUDE,education
Harry Shoulberg,,COUNTRY LANE #3,education
Ross Lewis,2008,URBAN INTERSECTIONS,education
Harry Shoulberg,,MOONSCAPE #5,education
Hedy O'Beil,1974,NIGHTWATCH,education
Jo Ann Leiser,,THE QUARRY,education
Soonae Tark,2008,LOVE YOU,education
Hans Foy,,"""TALL TREES""",education
Ming Fay,1995,LEAF GATE,education
Luisa Caldwell,2008,"THOUGHT BUBBLES: SKY, EARTH, SUN AND UNIVERSE",education
Amy Yoes,2009,SPECTRUM,education
Alexandra Sax,2008,TURTLE MIGRATION,education
Golda Lewis,,UNITITLED,education
Golda Lewis,,QUESTION #85,education
Golda Lewis,,DRAWING IN LEATHER,education
Hans Foy,,"""DOMESTIC LANDSCAPE""",education
Howard Conant,1972,VERTICAL RECTANGLES IN GRAYED GREENS,education
Howard Conant,1975,FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS,education
Howard Conant,1976,LANDSCAPE IN BROWNS,education
Howard Conant,1976,HOMAGE A RILKE,education
Howard Conant,1976,ARIZONA LANDSCAPE 1,education
Howard Conant,1976,MAYAN MOTIF,education
Howard Conant,1973,ABSTRACT LANDSCAPE,education
Howard Conant,,SOFT EDGED GEOMETRIC,education
Howard Conant,,BLUE & WHITE CONFLUENCE,education
Hans Foy,,LANDSCAPE,education
Howard Conant,,FINIAL AT WASHINTON SQUARE,education
Karen Fitzgerald,2005,ANIMALS,education
Charles Keller,1958,THE INVENTION,education
Jo Ann Leiser,,THE FLOWER STALL,education
Jo Ann Leiser,,END OF THE ROAD,education
Fn Hocillon,,PORTRAIT,education
Sidney Hermel,,SIDEWALK VIEW,education
Stuyvesant Van Veen,,ROOFTOPS/ GHOST CITY,education
Hedy O'Beil,,MOONGLOW,education
Hedy O'Beil,,BLUE BOW,education
Hedy O'Beil,,MOONGLOW 3,education
Fn Minewski,,OCEANSCAPE,education
Golda Lewis,,ROCK AND TREES,education
Harry Shoulberg,,MOONSCAPE,education
Ruth Ordway,1928,"""A MAP OF BRONKSLAND""",education
David Holleman,1976,"""THE LIVELY ARTS""",education
Timothy Roeschlein,2005,"""FEAST""",education
Timothy Roeschlein,2005,MUSICAL LANDSCAPE 2,education
Howard Conant,,FABRIC STUDY PATTERN,education
Howard Conant,1973,CONCENTRIC TRIANGLES IN GREENS AND YELLOWS,education
Howard Conant,,DATA EMISSION,education
S Pavolof,1913,"""THE PAINTER""",education
Ethel Cutler,1959,CAPE CANAVERAL,education
Golda Lewis,1980,BLACK AND SILVER MOUNTAIN,education
Hans Foy,,"""FEMALE NUDE""",education
Harry Shoulberg,,INDUSTRIAL SITE,education
Louis Ferstadt,,COSMIC DAY OF LIFE,education
Ethel Cutler,1962,"FRONDS II, ALSO TITLED DESERT LIFE",education
Harry Shoulberg,,WATERSIDE LANDSCAPE #9,education
Ethel Cutler,1964,GROWTH (IN MEMORY OF JFK),education
Ethel Cutler,1969,A GARDEN NEAR WASHINGTON SQUARE,education
Golda Lewis,1970,COMPAGE,education
Fn Caproni Brothers,,UNTITILED,education
Golda Lewis,1992,"MEGALITH IN MARIAGER FJORD, DENMARK",education
Golda Lewis,1992,"DOLLOMITE, JUTLAND, DENMARK",education
Howard Conant,,VARIATION OF THE BOOK OF LANDISFARNE,education
Jack Stewart,1989,"""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""",education
Dean Cornwell,,VARIOUS - STUDIES FOR MURALS,education
Ross Lewis,2003,ACHIEVE BELIEVE CREATE DREAM,education
Philemona Williamson,2003,FOLKTALES FROM AROUND THE WORLD,education
Bing Lee,2004,YOU ARE HERE,education
Ernest Trova,1980,PROFILE CANTO XI,education
Lumen Winter,,AWARNESS OF THE INTANGIBLE,education
Amy Cheng,2003,MAQUETTE STUDY FOR BRANCHES,education
Eung Ho Park,2003,BOWLING BALL CURTAIN,education
Jackie Chang,2003,IN OTHER WORDS,education
Meg Belichick,2003,ALL THE COLORS,education
Eung Ho Park,2003,BOTTLE CAP EYES,education
Milton Horn,1936,"FOOTBALL, HOCKEY, BASEBALL",education
Melvin Clark,1996,"ENCHANTED DREAM, SUN BIRD",education
Christina Schlesinger,1994,OLD EAST NEW YORK,education
Karl Bitter,,THOMAS JEFFERSON,education
J.E. Steinmeier,1923,"""WWI MEMORIAL TABLET""",education
Nat Werner,,CLARINET PLAYER,education
Felix De Weldon,,"""U.S. MARINE CORPS WAR MEMORIAL""",education
Roland Brooks,1994,W.E.B. DU BOIS,education
Charles Turner,1905,OPENING THE ERIE CANAL,education
Roland Brooks,1994,MARCUS GARVEY,education
Vertis Hayes,,"""A DECORATION""",education
Lucienne Bloch,1938,THE EVOLUTION OF MUSIC,education
Jo Ann Acey,1991,SHAPE BY SHAPE: BUILDING ART TOGETHER,education
Merle Steir,1992,LOOKING LESSON,education
G Wilson,1964,"""THREE CHILDREN""",education
Terry Adkins,2000,"""GEOMETRIC SHAPES""",education
Celia Munoz,1994,MIND GAMES,education
William Rice,,CHARACTERS FROM HISTORY AND LITERATURE,education
Francis Costa,1939,"THE OLD BRONX, THE BRONX TODAY",education
Mo Bahc,1994,JUNCTION,education
Gerard Recke,1936,SPIRITUAL MOTIVE: GALAHAD,education
Susan Gardner,1987,ANIMAL PARTY,education
Isaac Goldat,1940,PORTRAIT OF A YOUNG MAN,education
Edwin Blashfield,1930,"""THE GRADUATE""",education
John Alexander,1896,"""WRITING""",education
Arlene Slavin,1995,HOPSCOTCH (STAIRS) & RUNNING WILD (WALL),education
Steve Wood,1993,MODEL FOR EXTERIOR RELIEFS,education
Mike Metz,,LOOK/ACT/DREAM,education
Arlan Huang,1996,"AMERICAN ORIGINS - DO RE MI, DOO WOP, PADME HUMM",education
Maren Hassinger,1995,FENCE OF LEAVES,education
Mags Harries,1995,TERULLIAN MANTLE,education
Tomie Arai,1997,WELCOME! BIENVENIDOS! BYENVENI!,education
Carol Byard,,FIRST IN THE HEART IS THE DREAM,education
Maren Hassinger,1996,ANCESTOR WALK,education
Robin Holder,,PORTRAITS AND PATTERNS,education
Wopo Holup,1993,JIM THORPE GARDEN FENCE,education
Noel Copeland,,BUILDING ON 20 YEARS OF DIVERSITY,education
Ben Schonzeit,1994,"STUDY FOR COMMON GROUND, MURAL AT PS 205K",education
Jose Guzman,1997,1. ONCE UPON A TIME  2. AND THEY LIVED,education
Martin Wong,1994,MODEL FOR CEILING MURAL MISS LIBERTY FACE,education
Rebecca Raubacher,1985,THERE IS NO TURNING BACK,education
Willie Cole,1996,ARCHWAY TO KNOWLEDGE,education
Mac Adams,1996,WORLD PATTERNS AND FABLES,education
John Audubon,1848,"OVIBUS MOSCHATUS, GMEL,MUSK OX",education
Max Feldman,,LISIEUX FRANCE,education
David Levine,1972,CARICATURE OF NORMAN ROCKWELL,education
Louis Tiffany,1902,"MEMORIAL TO CALVIN PATTERSON, 1847-1902",education
Harry Sternberg,1937,"""STEEL MILL""",education
Samuel Margolies,1937,'FRUITS AND VEGETABLES',education
Russel Limbach,1937,THE HAUNTED HOUSE,education
Mabel Jack,1937,COAL HOPPER AT 14TH STREET,education
Sung Ho Choi,1996,MY AMERICA,education
Sung Ho Choi,1996,AMERICAN PIE,education
George Browne,1939,A. MORTIMER CLARK,education
Salvatore Lascari,1916,"""HISTORIC LANDMARKS OF NEW YORK""",education
Ricky Flores,1995,LICENSE TO DREAM,education
Vicki Scuri,1993,THE BUTTERFLY GARDEN,education
Candida Alvarez,,WHAT DO YOU SEE?,education
Tom Nussbaum,,12 SCULPTURES FOR ECC4,education
Hans Foy,1935,"""HILLSIDE WITH FIELDS AND HOUSE""",education
Paul Cadmus,1932,FOUR BOATS,education
Alfredo Ceibal,1996,THE FLYING IMAGINATION,education
Pedro Silva,1994,CARIBBEAN SEA,education
Faith Ringgold,1994,CROWN HEIGHTS CHILDREN'S HISTORY STORY QUILT,education
Christopher Jones,1982,VISITATION,education
Carol Field,1987,6 PIECES - SEE COMMENTS FOR TITLES,education
Boris Lacroix,1939,1)NORMANDYI  2) FRENCHLINE,education
Tomie Arai,1995,DISCOVERY,education
Ross Lewis,1989,PARALLEL MOTION,education
Y Chung,1997,SUNSET PARK SYNERGY,education
Jorge Rodriguez,1995,THE TREE OF KNOWLEDGE,education
Hans Foy,,HILLSIDE WITH BLUE BARN,education
Werner Pfeiffer,,CON EDISON VII,education
Robin Holder,1992,CAMINO DE ANIMALES,education
Bryant Baker,1931,"""THE PIONEER WOMAN""",education
Henri Chapu,1933,JOAN OF ARC,education
David Bierk,1990,AFTER RYDER: MOONLIGHT MARINE . . . SEE NOTES,education
Maura Sheehan,1995,FRIEZE FRAME,education
Ed Mcgowin,1997,WORK HISTORY,education
Jennifer Bevill,1995,THE STORYTELLING QUILTS,education
Theodora Skipitares,1993,IT'S IN YOUR HANDS,education
Jacqueline Cully,1996,CHILDREN OF PROMISE,education
Rochelle Shicoff,1997,THE HISTORY OF EAST NEW YORK,education
Stephanie Canizares,1985,BARN IN SUMMER,education
David Freed,1982,"CRUEL APRIL #1, CRUEL APRIL #2",education
Paul Mordetsky,1983,RED BARN,education
Hank Lavethol,1985,TIDEWATER,education
Harvey Kidder,,PANORAMA,education
Amy Jones,1956,CHRISTMAS IN ROME,education
Eastman Johnson,1989,LAKE NEAR 59TH STREET,education
Roger Hownigan,1985,CONSERVATORY I,education
Evelyn Hofer,1966,SKY DUBLIN,education
Perry Hoberman,1988,CORPORATE ENTITY #1,education
David Dunlop,1988,BLUE RESERVOIR,education
David Dunlop,1988,BLUE RESERVOIR II,education
Stephanie Canizares,1984,COUNTRY LANDSCAPE,education
Laura Margolies,,BEACH FLOWERS,education
David Bierk,1990,AFTER MONET . . . SEE NOTES,education
Ora Lerman,1997,INSIDE THE ARK,education
Jerre Vanderhoef,1983,GULLS,education
Maria Cocchiarelli,,WORLD ATLAS BANNERS,education
Vincent Cavallaro,1965,SMALL FOREST,education
Nobukazu (Nobi) Shioya,1996,LAS MENINAS,education
Hans Foy,,"""SAILBOATS""",education
Hans Foy,,"""CHURCH STEEPLE""",education
Paul Bisson,,WOOD,education
Hans Foy,,"""LANDSCAPE WITH ORANGE AND YELLOW BARNS""",education
Hans Foy,,"""CHERRY TREES""",education
Hans Foy,,"""LANDSCAPE WITH ORANGE HOUSES AND BLUE MOUNTAINS""",education
Elliot Means,1938,PLAY,education
Elliot Means,1938,OASIS,education
Lee Brozgold,1998,LIBERTY - OUR STORY,education
Carol Sun,,"PS 16, TREE OF KNOWLEDGE",education
Carol Sun,1998,PS 16 TREE OF KNOWLEDGE,education
Matthew O' Donnell,1988,ELECTRIC BOAT,education
Charles Luce,1986,TIMEPIECE,education
Pino Finnochiaro,1983,COLLINA,education
Margalit Mannor,1986,"UNTITLED (#'S 108, 122, 124, 128, 132, 160)",education
Amy Jones,1978,AMERICAN FALLS,education
Freddy Rodriguez,1988,ROMAN GOD JANUS LOOKING TOWARD THE PAST AND FUTURE,education
Amy Jones,1978,RIVER IN MAINE,education
Amy Jones,1969,HUDSON RIVER ICE FLOES (BROWN),education
Mark Sadan,1985,CLEARWATER SAILING THE HUDSON,education
Isabel Borgatta,,MAIA,education
Herbert Pinkney,1987,JONAH/AHAB,education
Pete Ellenshaw,1977,TALL SHIPS,education
Phil Greenwood,1982,PINEWATER,education
Max Feldman,1988,THE NEW YORK STOCK EXCHANGE,education
Jim Napierala,1987,"ABSTRACTION A, B , AND C",education
Larry D'Amico,1985,THE GATE,education
David Dunlop,1988,"CONNECTICUT MILL POND I, CONNECTICUT MILL POND II",education
G Siegel,,"""ARTE + A =0"" AND ""KATSURA""",education
Leigh Wiener,1956,"WONDERS OF WAR, EARTHQUAKE SURVIVORS,. . .",education
Fn Lomeo,,JOGGER IN THE SNOW,education
Marjorie Moore,1987,TAILORED TAILS #1,education
John Maxon,1985,COAST LINE,education
David Grubb,,INDIAN SUMMER,education
Steve Kuzma,1960,RACEHORSE,education
Robert Ferrandini,1990,BLACK GOLD,education
Robert Ferrandini,1988,IN HER WAKE,education
David Dunlop,1988,POOLED IN A LEAF,education
Laurent Veuve,1986,NY NO. 131,education
Samuel Evans,1988,TRAWLER ZELDA,education
Herbert Pinkney,1987,"""PORTAGE""",education
Marjorie Moore,1987,TAILORED TAILS #3,education
Laurent Veuve,1986,NY NO. 7,education
Charles Luce,1985,AIM AT THE ( L)EDGE,education
Nelson Felix,1987,BUS,education
Jan Cook,,MOUNT ANTHONY,education
Michael Dicerbo,1982,NIGHT TIDE,education
Nelson Felix,1987,AVOROL,education
Fn Evergon,1988,MOTHER AND CHILDREN,education
Frances Valesco,1986,DANCING LIGHTLY,education
Ian Hornak,1973,GEORGIA POND,education
Donna Levinstone,1989,UPSTATE MORNING,education
Charles Gaines,1980,COLOR REGRESSION # 1 #2  #3,education
Paul Rickert,1985,19TH CENTURY FARMHOUSE,education
Rudy Dengel,,CLOTHES LINE ART SHOW,education
Lorenzo Bonechi,1986,CONVERSAZIONE,education
John Stobert,1988,GEORGETOWN MOONLIGHT ON THE POTOMAC RIVER,education
Raphael Soyer,,GIRL,education
Jane Schoenfeld,1984,STILL LIFE WITH PHONE,education
Geer Morton,1988,PEAR AND PLATE,education
Geer Morton,1988,CAMILLIA STILL LIFE,education
Geer Morton,1988,STUDY OF JACOB VAN RUISDALE,education
Geer Morton,1988,BOWL ON TABLE,education
Geer Morton,1984,WATER GLASS QUARTET,education
D Cady,1984,SHOSHONE CANYON,education
Kong Baiji,1987,"TWO BEAUTIES, 1 AND 2",education
Masaaki Noda,1981,AMONG THE MOMENTS,education
Nelson Felix,1987,POETA PARADO,education
Samuel Evans,1981,NANTUCKET LIGHTSHIP,education
Hildreth Meiere,1939,TELEPHONE LINEMAN . . .,education
Anne Arnold,1985,THANKSGIVING (EMPIRE STATE),education
Comer Jennings,1978,CHAMBERED NAUTILUS,education
Geer Morton,1987,HOUSES OF WEST POINT,education
Ray Kass,1986,CLINTON DISTRICT NYC,education
Roger Hownigan,1988,THE PAVILION III,education
Rebecca Conviser,1989,UNTITLED (CITY LIGHTS II ),education
David Dunlop,1988,OCTOBER CREEK,education
Tom James,1987,THE BEACON,education
Anne Arnold,1983,BOB'S TRAILER,education
Judy Primoff,1982,HOUSE ON THE CLIFF,education
Geer Morton,1988,COFFEE CAN STUDY,education
E Rushnlatt,,GLENSFOOT FARM,education
Isabel Borgatta,,BARBAROSSA,education
Sylvia Benitez,1999,"OUR GLOBAL LEGACY, CONTINENTAL TREASURES FROM AROUND THE WORLD",education
Pietro Finelli,1986,HABANA,education
Pietro Finelli,1986,SENZO TITOLO,education
Marjorie Moore,1989,SLEETED HILL,education
Joan Cohen,1987,HONG KONG SKYLINE,education
Fn Evergon,1988,"ALLEGORY ITALY, GERMANY",education
Adam Bartos,1987,JAIPUR MOTORCYCLE,education
Lorie Novak,1983,"1. ""MEMORY""  2. ""THE BARBEQUE""  3. ""MY MOTHER""  4. ""FRAGMENTS""",education
Leo Rubinfein,,SEE NOTES,education
Jim Napierala,1986,DESTINY ROSE,education
David Bierk,1990,AFTER RYDER CONSTANCE,education
Patrick Antonelle,1988,"THE SAN REMO, CENTRAL PARK",education
Rosemary La Colla,1985,CYCLING,education
Susan Hall,1987,DAY'S END,education
Michelle Harvey,1986,FIELD AND STREAM,education
Ken Otsuka,,"""LATE AFTERNOON"" AND ""WATERLILLIES""",education
Christy Rupp,1997,TIME FLIES,education
Fn Chetan,1990,TREASURE OF INDIA,education
Muriel Brennecke,1939,INDIAN BUFFALO DANCE,education
Pietro Finelli,,NELLA LINGUA DI DANTE,education
Pietro Finelli,1985,STORIE LOMBARDE,education
Fn Lomeo,,DUCKS IN WAITING,education
Nancy Chunn,1997,MAPPING QUEENS,education
Lorenzo Bonechi,1986,"CARTELLA CONVERSATIONE, CARTELLA GIOCO DELLA PALLA, CARTELLA SAN FRANCISCO",education
Olivia Beens,1992,THE ENVIRONMENT,education
Olivia Beens,1997,LESSONS IN GEOGRAPHY,education
Fn Caproni Brothers,,"""CHILDREN SINGING""",education
Vadim Chernoff,1936,"""MODERN CIVILIZATION; ART, EDUCATION, SCIENCE, INDUSTRY""",education
Nancy Dwyer,1995,MULTIPLE CHOICE,education
Helene Manzo,1997,HOMAGE TO HALE WOODRUFF,education
Helene Manzo,1997,ANIMALS ALL AROUND,education
Ed Rath,1999,WE ARE THE FUTURE,education
Kabuya Bowens,1995,A WORLD OF SHAPES;  THE LOVE BOAT,education
Charles Sarka,1937,POE'S COTTAGE,education
Jean Paleologue,1937,SUMMER TIME,education
Antonio Martorell,,CHILDREN'S ABC,education
John Audubon,1848,GRIZZLY BEAR,education
Friedreck Beer,1885,WASHINGTON IRVING,education
John Fekner,1999,TRACES,education
John Fekner,1999,MELODY IN 1'S AND 0'S,education
Mary Callery,,AMITY,education
Ellen And Allan Wexler,1999,ABSTRACTIONS I.S. 254,education
Ed Rath,1999,JUMP ROPE,education
Geoffrey Norman,1936,CULTURAL DEVELOPMENT OF ART IN CIVILIZATION,education
Peter Gourfain,1997,"MODEL FOR ""WE SHALL OVERCOME""",education
Ik-Joong Kang,1996,HAPPY DAYS,education
V Miserendino,1920,T. ROOSEVELT,education
Bing Lee,1996,ONCE UPON A TIME,education
Louis Lozowick,1934,MANHATTAN BRIDGE,education
Walton Ford,1999,INSIDE - OUT,education
Walton Ford,,INSIDE -OUT (RIGHT),education
Carlos Anderson,1940,FARM YARD,education
Carlos Anderson,,THIRTY MILES UPSTATE,education
Luis Arenal,1937,DISTRIBUTION OF LAND,education
Louis Breslow,1940,FRIDAY ON ORCHARD STREET,education
J. Brewer,1920,ST PAUL'S CATHEDRAL ( THE CHANCEL),education
Henry Brewer,1920,A STREET IN SEVILLE,education
John Curry,1942,OUR GOOD EARTH,education
Isami Doi,1940,ROOF TOPS,education
Gregory Perillo,1982,BLUE SPRUCE (NAVAJO),education
Harold Faye,,UNDER THE BRIDGE,education
Jacob Friedland,,BACKYARDS,education
Fn Hosui,,LAKE YAMANAKA,education
Rockwell Kent,1933,STARRY NIGHT,education
Claire Mahl,1940,HEAD,education
M. Murphy,1940,HURDY GURDY,education
M. Murphy,1940,FLOWER STUDY,education
John Audubon,1848,"MUSTELA MARTES, LINN.'PINE MARTEN./MALEAN FEMALE WINTER PELAGE.",education
M. Murphy,1940,FISH DAY,education
Anne Nooney,,WINTER SUN,education
Leonard Pytlak,,4-Jul,education
Edward De Voe,1976,FREEDOM OF LIBERTY,education
Anthony Toney,1975,FREEDOM FOR ALL,education
William Fausett,1976,FREEDOM TO LOVE THE EARTH,education
Walter Hood,1976,FREEDOM FROM WANT,education
Cliff(Ord) Young,1976,FREEDOM OF RELIGION,education
Alton Tobey,1976,FREEDOM TO INVENT,education
Fay Moore,1976,FREEDOM TO COMPETE,education
Mac Raboy,1940,FISHING FOR COINS,education
Dan Rico,1940,THE SEVEN AGES OF MAN,education
Dan Rico,1940,SUBWAY DRILLERS,education
Julia Rogers,1940,ROPES AND LOBSTER POTS,education
I.J. Sanger,1940,FLOWERS,education
Jeff Joyce,1987,ARDEN,education
Edwin Deming,1907,THE FIRST TREATY OF PEACE MADE BETWEEN...,education
Auguste Gorguet,1926,IN MEMORIAM (AFTER CONFLICT COMES PEACE),education
John Audubon,1848,"SCIURUS NIGRESCENS, BENNETT/ DUSKY SQUIRREL./MALE/ NATURAL SIZE",education
Julius Tanzer,1940,WARD'S ISLAND,education
Albert Webb,1940,THE MOON AND SIXPENCE,education
Oscar Weissbuch,1940,THE CORN CRIB,education
Ted Witonski,1940,THE SEAL OF PAIN,education
Alfredo Ximinez,1940,FRUIT VENDOR,education
Gyula Zilzer,1937,THE ETCHING PRINTER,education
Eli Jacobi,1940,RAIN  (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,STEVE  (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,THE NEW DEAL - PRO & CON  (FROM BOOK OF WPA GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,MAXIE'S MOOSE (FROM BOOK OF WPA GRAPHICS ACCESSION # 71228),education
Eli Jacobi,1940,THE GRAND WINDSOR LOBBY (FROM BOOK OF WPA PRINTS ACCESSION # 71228),education
Eli Jacobi,1940,THE GRAND WINDSOR LOUNGE (FROM BOOK OF WPA PRINTS ACCESSION # 71228),education
Janet Zweig,,YOUR VOICES,education
Ellen And Allan Wexler,1999,DRAWING P.S. 340/ A COORDINATED PLANE PATIO,education
Joseph Leboit,1937,CHESS PLAYERS,education
Dayton Brandfield,1937,FULTON FISH MARKET,education
David Burke,1937,COUNTRY RAILROAD TRACKS,education
George Constant,1937,THE CREEK,education
James Newell,1938,THE EVOLUTION OF WESTERN CIVILIZATION,education
Carlos Nunez,1999,ARIES TROPICALES,education
Boris Gorelick,1937,"ACCIDENT, STREET SCENE",education
Eliot Lable,1999,PEOPLE IN GEAR,education
B.S. Graen,1937,DOCK SCENE EAST RIVER,education
Teddy Shearer,,PLEASE,education
Beatrice Mandelman,1937,SLATE YARD,education
Joseph Margulies,1937,"SPAN OF DEPOA BAY, OM",education
Joseph Margulies,1937,IN FOG,education
Bernard Steffen,1937,RIVER DRIVE,education
Joseph Delaney,,POLYCHROME FLORAL DUCK WOOD BLOCK PRINT,education
Mina Lowry,1937,SAMPLE SWATCH OF SILK BLOCK PRINTED,education
Harry Wolfson,,EARLY XVIII CENTURY LINEN,education
Ruggiero Pierotti,1937,SMALL MOTIF BLOCK PRINT,education
Marian Curtiss,,XVIII CENTURY LINEN OR COTTON,education
Harry Wolfson,1937,SWATCH OF YARD GOOD PRINTED WITH PORTRAIT OF GEORGE WASHINGTON,education
Mina Lowry,,GLAZED AND PRINTED COTTON ABOUT 1850,education
Winifred Gibbes,,EMPIRE GOWN OF 1810,education
Ruggiero Pierotti,1937,"PRINTED COTTON, PROBABLY BEFORE MIDDLE OF XIX CENTURY",education
Louis Maldarelli,1937,HEAVY CORN COLORED SILK DRESS OF 1780 -1790,education
Dorothy Gerhardt,,DRESS OF 1834 - 40,education
Winifred Gibbes,1937,IVORY SATIN WEDDING DRESS OF 1866,education
Margaret Concha,,DRESS OF THE FIRST HALF OF THE EIGHTEENTH CENTURY,education
Jean Peszel,1936,LATE 18TH CENTURY GOWN OF BLUE SATIN,education
Jessie Benge,,DRESS OF CIRCA  1760,education
Theodore Wahl,1936,MIDTOWN TUNNEL CONSTRUCTION,education
Madeline Segall-Marx,1999,CELEBRATION (RICHARD ROTHENBERG MEMORIAL),education
Carrie Weems,,"THE SPIRIT OF MIND, BODY AND HEALTH",education
Beatrice Romano,1940,UNTITLED - HAND BOUND BOOK OF PRINTS,education
Eli Jacobi,1940,BAR AND GRILL (FROM WPA BOOK OF GRAPHICS ACCESSION # 71228),education
Louis Breslow,1940,HERE COMES THE PARADE,education
Ann De Kohary,,HUDSON STREET,education
Riva Helfond,,NO. 6 COLLIERY,education
Nat Lowell,1940,RIDING HIGH,education
Samuel Margolies,1940,FLOODLIGHTS,education
Elizabeth Olds,1931,STEEL'S KITCHEN GARDEN,education
Ami Shamir,1985,ENVIRONMENTAL SCULPTURE,education
Domenico Mortellito,1975,GIFT OF FREEDOM,education
Kathe Kollwitz,,WOMAN'S HEAD,education
Edgar Degas,,DANSEUSE,education
Joseph Margulies,,ABSORBED IN STUDY,education
Mary Cassatt,,MOTHER AND SEATED CHILD,education
Marion Greenwood,,REVERIE,education
Frederic Taubes,,OLYMPIA (FEMALE HEAD),education
Berthe Morisot,,FILLE DE DOS,education
Rauol Dufy,,LA BELLE ENFANT,education
Joseph Hirsch,,MAN WITH LOGS,education
Chaim Gross,1962,IN FRONT OF THE ARK,education
Rembrandt Van Rijn,1641,THE ANGEL DEPARTING FROM THE FAMILY OF TOBIAS,education
Giovanni Tiepolo,1740,SOLDIER ABOUT TO MOUNT HIS HORSE (FROM VARI CAPRICCI),education
Aida Uhedon,1986,SWING IT,education
Florrie Gotlib,1986,? OF IN THE BEGINING,education
S Oppenheimer,1965,PRINCIPAL WILLIAM PABST,education
Annie Malmud,1958,HENRIETTA SZOLD,education
Edward Laning,1955,"WOODROW WILSON, ANDREW JACKSON",education
Lev Landau,1940,ST. JOHN STREET,education
Ben Berm,1938,THE FISHERMAN,education
Masaaki Noda,1982,PASSAGE,education
Edward Child,1936,"""GILBERT S. BLAKELY PRINCIPAL 1913-1925",education
Joanne Bleach,1983,MAGIC KINGDOM,education
James Newell,1937,"""HENRY L. NORR PRINCIPAL 1925-1934""",education
Ruth Sihan,1940,PSYCHOSIS - TWO NAPOLEANS AND A JOSEPHINE,education
Sol Wilson,1937,FISHERMAN ON WHARF,education
Pietro Finelli,1986,VIAGGIATORE INCANTO,education
Job Goodman,,SPIRIT OF MODERN CIVILIZATION,education
Susan Hambleton,1986,DESERT MOVE II,education
Stanley Meltzoff,1987,BLUE FIN POPPING BABY PORCUPINE PUFFERS,education
Stanley Meltzoff,1987,BLACK MARLIN AND WAHOO,education
Stanley Meltzoff,1987,SAILFISH #22,education
Klaus Kammerichs,1972,TELEPHONE,education
Albert Goodspeed,1976,FREEDOM FROM FEAR OF ILLNESS,education
Helen Treadwell,,FREEDOM FOR PROGRESS,education
John Manship,1975,FREEDOM TO GO WHERE ONE PLEASES,education
Lloyd Goff,,"FREEDOM OF THE AIR, EARTH AND SEA",education
Joan Altabe,,FREEDOM FOR RELIGION,education
Ingo Swann,1976,THE GIFT OF FREEDOM,education
Jacques Maloubier,1976,FREEDOM TO LOVE THE BEAUTY OF THE EARTH,education
Lumen Winter,,LIFE IS A LABOR & ODE TO AUDUBON,education
Buell Mullen,1976,FREEDOM OF THE FUTURE IN SPACE,education
Elizabeth Case,1975,FREEDOM TO BEAR ARMS,education
Martin Wong,1994,MISS LIBERTY FACE MAQUETTE,education
Joseph Margulies,1937,FRENCH CELLIST,education
Judy Pfaff,1986,SQUASH,education
Reuben Nakian,1983,LEDA AND THE SWAN,education
Steve Poleskie,1978,AEROBATIC SKY ART PROJECT FOR SUNY PURCHASE,education
Lester Johnson,1984,GOLD SERIES 3,education
Leon Golub,1984,THE BRANK,education
Gregory Gillespie,1984,SELF PORTRAIT,education
Robert Owen,1937,"""FOREST PATH""",education
Harris Rodvogin,1937,CONSTITUTION #2,education
Kazuma Oshita,1999,THE OPENING,education
Kazuma Oshita,1999,WOODSIDE STORY,education
Herman Simms,1939,"CHILDREN IN VOCATIONAL ACTIVITIES, CHILDREN AT PLAY",education
Julia Rogers,1940,SHIPS GRAVEYARD,education
Bernard Schardt,1940,KENTUCKY CABIN,education
Oscar Weissbuch,1940,LONG ISLAND LANDSCAPE,education
Ida Abelman,1937,PEEKSKILL WATERFRONT,education
Ida Abelman,1937,STREET PATTERNS,education
Carlos Anderson,1938,HOLIDAY TRAVELERS,education
Sarah Berman,1936,CLOWNS,education
Mortimer Bourne,1937,LOWER FULTON STREET,education
Dayton Brandfield,1937,CLOWN ON UNICYCLE,education
Ruth Chaney,1937,NIGHT SCENE,education
Abraham Lishinsky,1937,MAJOR INFLUENCES IN CIVILIZATION,education
